# cycles  fidelity      MSE           ||MSE gradient||    
530       0.85720028    0.00215571    0.00237991          
531       0.85742711    0.00214063    0.00234889          
532       0.85755892    0.00215196    0.00231009          
533       0.85812458    0.00213602    0.00242553          
534       0.85675804    0.00215407    0.00219420          
535       0.85696384    0.00213740    0.00228190          
536       0.85743879    0.00214361    0.00216562          
537       0.85698106    0.00212761    0.00231056          
538       0.85754419    0.00212732    0.00221188          
539       0.85702620    0.00212140    0.00214739          
540       0.85863863    0.00209762    0.00211769          
541       0.85831858    0.00210029    0.00213470          
542       0.85767797    0.00210551    0.00217489          
543       0.85770016    0.00210818    0.00212335          
544       0.85790060    0.00207623    0.00210429          
545       0.85738328    0.00208728    0.00210798          
546       0.85765958    0.00209353    0.00209368          
547       0.85905312    0.00207484    0.00229473          
548       0.85728848    0.00208696    0.00209912          
549       0.85903443    0.00205849    0.00199886          
550       0.85817237    0.00206920    0.00224206          
551       0.85796427    0.00205469    0.00206365          
552       0.85891208    0.00204915    0.00200708          
553       0.85763980    0.00205387    0.00233682          
554       0.85855653    0.00204805    0.00231806          
555       0.85720175    0.00205799    0.00245199          
556       0.85727805    0.00205449    0.00226477          
557       0.85767752    0.00203778    0.00275799          
558       0.85836686    0.00203517    0.00233041          
559       0.85848857    0.00203854    0.00212771          
560       0.85808784    0.00202502    0.00266114          
561       0.85785842    0.00202301    0.00276383          
562       0.85839949    0.00202609    0.00213861          
563       0.85844359    0.00202177    0.00273990          
564       0.85794047    0.00202778    0.00245397          
565       0.85865585    0.00201007    0.00201050          
566       0.85814238    0.00199625    0.00200625          
567       0.85882813    0.00200478    0.00224957          
568       0.85894369    0.00198958    0.00211128          
569       0.85979611    0.00198120    0.00192472          
570       0.85941554    0.00198834    0.00204957          
571       0.85938156    0.00197907    0.00223972          
572       0.85855406    0.00198681    0.00228842          
573       0.85941148    0.00196871    0.00188272          
574       0.85852897    0.00197629    0.00209866          
575       0.85961547    0.00195430    0.00229116          
576       0.85883417    0.00196668    0.00203219          
577       0.85907848    0.00195934    0.00195151          
578       0.85901324    0.00196580    0.00219773          
579       0.85925923    0.00195758    0.00267403          
580       0.85826661    0.00196138    0.00202611          
581       0.85916553    0.00195284    0.00186114          
582       0.85927572    0.00195006    0.00246564          
583       0.85882267    0.00194875    0.00232360          
584       0.85975594    0.00193990    0.00190228          
585       0.85889001    0.00193692    0.00246940          
586       0.85836048    0.00194364    0.00256381          
587       0.85982261    0.00192156    0.00209700          
588       0.85970574    0.00191307    0.00178165          
589       0.85966907    0.00191925    0.00207698          
590       0.85935498    0.00191199    0.00191550          
591       0.85956830    0.00190907    0.00199188          
592       0.85908192    0.00190160    0.00185476          
593       0.86011256    0.00190169    0.00189334          
594       0.85919362    0.00190583    0.00241497          
595       0.85957763    0.00189402    0.00205527          
596       0.85989929    0.00187991    0.00181212          
597       0.85930716    0.00189655    0.00199345          
598       0.86002509    0.00188350    0.00253594          
599       0.85961565    0.00188885    0.00195142          
600       0.86020650    0.00188757    0.00193949          
601       0.85966008    0.00187145    0.00250995          
602       0.85957113    0.00187009    0.00227812          
603       0.85919122    0.00187981    0.00188685          
604       0.85954505    0.00186533    0.00191508          
605       0.86069708    0.00186167    0.00225006          
606       0.85947016    0.00187108    0.00177477          
607       0.85972406    0.00186171    0.00184521          
608       0.85970487    0.00185593    0.00189017          
609       0.86076836    0.00184864    0.00196666          
610       0.85981135    0.00185406    0.00234109          
611       0.85925173    0.00185102    0.00182252          
612       0.85989914    0.00184665    0.00214592          
613       0.86030578    0.00182718    0.00201356          
614       0.85950780    0.00185569    0.00170455          
615       0.86008739    0.00183502    0.00210893          
616       0.85971123    0.00183299    0.00216545          
617       0.86030049    0.00182790    0.00172456          
618       0.86002171    0.00183108    0.00198597          
619       0.86100427    0.00180449    0.00160197          
620       0.86061113    0.00181553    0.00161488          
621       0.86034610    0.00182264    0.00165704          
622       0.86042279    0.00180951    0.00186694          
623       0.86140271    0.00180743    0.00165925          
624       0.86019856    0.00180162    0.00161258          
625       0.86096158    0.00179501    0.00161885          
626       0.86017912    0.00180978    0.00196722          
627       0.86012288    0.00179835    0.00199993          
628       0.86034713    0.00179651    0.00170857          
629       0.86100653    0.00179701    0.00175089          
630       0.86030217    0.00180351    0.00234850          
631       0.86083548    0.00178465    0.00159633          
632       0.86028652    0.00179264    0.00255899          
633       0.86092265    0.00179183    0.00175927          
634       0.85994715    0.00178672    0.00219860          
635       0.86104718    0.00177377    0.00216858          
636       0.86088664    0.00177196    0.00170820          
637       0.86056798    0.00178122    0.00236718          
638       0.86061517    0.00177082    0.00179235          
639       0.86032671    0.00177317    0.00219570          
