# cycles  fidelity      MSE           ||MSE gradient||    
105       0.80829848    0.08923437    0.05270085          
106       0.80640363    0.08848573    0.05492708          
107       0.80655117    0.08766944    0.05590593          
108       0.80942512    0.08566019    0.05724536          
109       0.80904071    0.08471286    0.06137278          
110       0.80980469    0.08318768    0.06350290          
111       0.81111445    0.08147131    0.06464305          
112       0.81194192    0.07987903    0.06315893          
113       0.81327215    0.07797699    0.06438602          
114       0.81587118    0.07565661    0.06528931          
115       0.81684013    0.07384364    0.06788402          
116       0.81932160    0.07172152    0.06776596          
117       0.82050063    0.06968155    0.06797186          
118       0.82235051    0.06737594    0.06859669          
119       0.82483778    0.06495101    0.06862972          
120       0.82703482    0.06274300    0.07081190          
121       0.82829687    0.06069433    0.06954339          
122       0.82827378    0.05901532    0.07051084          
123       0.83279204    0.05599197    0.06861805          
124       0.83531166    0.05362291    0.06839139          
125       0.83550653    0.05191274    0.06889574          
126       0.83858552    0.04937656    0.06711550          
127       0.83938887    0.04753304    0.06676628          
128       0.84387883    0.04478001    0.06532077          
129       0.84457371    0.04297112    0.06477114          
130       0.84680462    0.04085289    0.06271260          
131       0.84851321    0.03893060    0.06139812          
132       0.85292000    0.03649753    0.05957611          
133       0.85480507    0.03462545    0.05774609          
134       0.85687359    0.03284907    0.05619626          
135       0.85883262    0.03112701    0.05404319          
136       0.85946060    0.02973864    0.05288180          
137       0.86262782    0.02798266    0.05087673          
138       0.86298542    0.02670939    0.04831890          
139       0.86486597    0.02535957    0.04642645          
140       0.86576451    0.02421528    0.04549222          
141       0.86840209    0.02284092    0.04376652          
142       0.86909373    0.02183628    0.04047736          
143       0.87032626    0.02086063    0.03882770          
144       0.87377783    0.01955868    0.03631313          
145       0.87118323    0.01925985    0.03558486          
146       0.87388985    0.01818842    0.03332778          
147       0.87702156    0.01722683    0.03186971          
148       0.87682806    0.01667731    0.03059437          
149       0.87669187    0.01617538    0.02948785          
150       0.87691200    0.01567339    0.02823782          
151       0.87765993    0.01514210    0.02753253          
152       0.87911836    0.01456241    0.02665219          
153       0.88033812    0.01403488    0.02672992          
154       0.88268120    0.01341925    0.02430440          
155       0.88042964    0.01330695    0.02334565          
156       0.88150068    0.01288281    0.02258557          
157       0.88150127    0.01258032    0.02198295          
158       0.88458626    0.01197759    0.02085709          
159       0.88524919    0.01165077    0.02121406          
160       0.88477856    0.01139804    0.02026983          
161       0.88532961    0.01110853    0.02037001          
162       0.88521507    0.01085480    0.01941608          
163       0.88629399    0.01053335    0.01903529          
164       0.88639465    0.01028354    0.01902087          
165       0.88573657    0.01009143    0.01837963          
166       0.88705189    0.00979836    0.01785087          
167       0.88855291    0.00944576    0.01738784          
168       0.88816966    0.00928485    0.01748125          
169       0.88693611    0.00916269    0.01741097          
170       0.88955439    0.00879699    0.01670110          
171       0.89025673    0.00853778    0.01611096          
172       0.88902131    0.00844931    0.01639138          
173       0.89042840    0.00818844    0.01577723          
174       0.89084184    0.00797276    0.01568675          
175       0.88993595    0.00786772    0.01615340          
176       0.89111319    0.00766355    0.01492864          
177       0.89247882    0.00742514    0.01446218          
178       0.89093632    0.00735751    0.01428445          
179       0.89162290    0.00721779    0.01434723          
180       0.89215420    0.00702178    0.01385189          
181       0.89169921    0.00693726    0.01363891          
182       0.89259148    0.00678295    0.01348520          
183       0.89144735    0.00673028    0.01324016          
184       0.89354933    0.00650313    0.01303863          
185       0.89311706    0.00640854    0.01318208          
186       0.89331685    0.00631001    0.01257202          
187       0.89309985    0.00621608    0.01254491          
188       0.89463868    0.00601427    0.01219365          
189       0.89347152    0.00604440    0.01235030          
190       0.89432264    0.00589740    0.01210002          
191       0.89408655    0.00582461    0.01215308          
192       0.89352954    0.00574947    0.01198304          
193       0.89454131    0.00563500    0.01201264          
194       0.89610098    0.00548292    0.01156700          
195       0.89645305    0.00538193    0.01142638          
196       0.89646093    0.00531974    0.01116076          
197       0.89615404    0.00525638    0.01085707          
198       0.89566172    0.00521786    0.01078358          
199       0.89561643    0.00515429    0.01061991          
200       0.89676422    0.00503471    0.01054193          
201       0.89579851    0.00499844    0.01046518          
202       0.89579826    0.00492551    0.01033180          
203       0.89651077    0.00483748    0.01021668          
204       0.89614442    0.00480220    0.01023859          
205       0.89602359    0.00474776    0.00995980          
206       0.89788059    0.00461078    0.00973841          
207       0.89736594    0.00457716    0.00962247          
208       0.89793159    0.00448715    0.00924643          
209       0.89826673    0.00442917    0.00912268          
210       0.89784407    0.00441659    0.00919286          
211       0.89889710    0.00429115    0.00909492          
212       0.89831285    0.00428095    0.00886864          
213       0.89849479    0.00422661    0.00885832          
214       0.89824665    0.00418076    0.00889986          
215       0.89728174    0.00417240    0.00882511          
216       0.90039188    0.00401761    0.00846079          
217       0.89962841    0.00400916    0.00839274          
218       0.89827477    0.00401392    0.00848305          
219       0.89899343    0.00394365    0.00817307          
220       0.89900762    0.00389462    0.00823988          
221       0.89968945    0.00383475    0.00801885          
222       0.89836864    0.00383525    0.00803584          
223       0.89927024    0.00376025    0.00795772          
224       0.89933095    0.00371791    0.00784560          
225       0.89979355    0.00367021    0.00794760          
226       0.89981115    0.00362967    0.00779498          
227       0.90059307    0.00356211    0.00758455          
228       0.90131182    0.00349823    0.00738881          
229       0.90032792    0.00350525    0.00732160          
230       0.90051460    0.00346996    0.00721632          
231       0.90110823    0.00340194    0.00714778          
232       0.90029567    0.00340017    0.00718278          
233       0.90145937    0.00332926    0.00709194          
234       0.90230493    0.00327811    0.00736564          
235       0.90049063    0.00328928    0.00718603          
236       0.90207267    0.00322827    0.00698355          
237       0.90049874    0.00323594    0.00709571          
238       0.90213143    0.00317221    0.00686343          
239       0.90167376    0.00312884    0.00682309          
240       0.90118693    0.00312414    0.00696800          
241       0.90214465    0.00308469    0.00658270          
242       0.90187678    0.00305340    0.00658258          
243       0.90242759    0.00300014    0.00650583          
244       0.90224236    0.00298468    0.00658614          
245       0.90289014    0.00295963    0.00634801          
246       0.90341216    0.00290078    0.00622836          
247       0.90287929    0.00290385    0.00623393          
248       0.90300578    0.00285526    0.00631094          
249       0.90475209    0.00279302    0.00617651          
250       0.90357868    0.00279105    0.00615562          
251       0.90213589    0.00281142    0.00625603          
252       0.90280660    0.00276395    0.00617367          
253       0.90382864    0.00271840    0.00595793          
254       0.90229480    0.00272977    0.00610588          
255       0.90312789    0.00268301    0.00597643          
256       0.90602257    0.00259433    0.00564777          
257       0.90251058    0.00266399    0.00586432          
258       0.90388649    0.00261150    0.00568263          
259       0.90362033    0.00258520    0.00569985          
260       0.90417926    0.00255381    0.00579660          
261       0.90419765    0.00253395    0.00573515          
262       0.90375846    0.00252118    0.00581707          
263       0.90456359    0.00247548    0.00573554          
264       0.90437954    0.00247482    0.00543994          
265       0.90426231    0.00244897    0.00533366          
266       0.90370430    0.00243815    0.00531123          
267       0.90437713    0.00241535    0.00535713          
268       0.90538537    0.00236103    0.00522997          
269       0.90439746    0.00236754    0.00531962          
270       0.90471696    0.00234668    0.00526379          
271       0.90528754    0.00231182    0.00511319          
272       0.90516244    0.00230040    0.00508988          
273       0.90520151    0.00227594    0.00506238          
274       0.90487100    0.00226385    0.00495500          
275       0.90606654    0.00222957    0.00488213          
276       0.90514572    0.00222947    0.00492328          
277       0.90520575    0.00221443    0.00494034          
278       0.90654183    0.00216837    0.00493877          
279       0.90399600    0.00220671    0.00496178          
280       0.90543938    0.00215401    0.00494015          
281       0.90558571    0.00213922    0.00488116          
282       0.90518798    0.00213469    0.00484003          
283       0.90582810    0.00210294    0.00465817          
284       0.90580031    0.00209180    0.00461317          
285       0.90610115    0.00206922    0.00457957          
286       0.90608303    0.00205723    0.00465360          
287       0.90638466    0.00203717    0.00464478          
288       0.90700601    0.00200610    0.00453864          
289       0.90579015    0.00201746    0.00459231          
290       0.90805788    0.00195893    0.00457889          
291       0.90634512    0.00198125    0.00449271          
292       0.90655872    0.00195814    0.00438419          
293       0.90590238    0.00195333    0.00431731          
294       0.90689189    0.00192711    0.00430693          
295       0.90606329    0.00192803    0.00435052          
296       0.90769980    0.00187937    0.00426951          
297       0.90630254    0.00190305    0.00423797          
298       0.90943820    0.00182865    0.00428239          
299       0.90809897    0.00183881    0.00419073          
300       0.90723839    0.00184159    0.00410009          
301       0.90796894    0.00180680    0.00409177          
302       0.90761843    0.00181356    0.00407349          
303       0.90652537    0.00182195    0.00426016          
304       0.90806310    0.00177802    0.00411617          
305       0.90760553    0.00177557    0.00408431          
306       0.90750145    0.00176576    0.00401566          
307       0.90717982    0.00175478    0.00406612          
308       0.90706196    0.00174874    0.00398313          
309       0.90745538    0.00173081    0.00390017          
310       0.90805255    0.00171073    0.00387203          
311       0.90810490    0.00170260    0.00385398          
312       0.90810925    0.00169239    0.00387248          
313       0.90748602    0.00168024    0.00386460          
314       0.90707206    0.00168356    0.00385491          
315       0.90742296    0.00166123    0.00384307          
316       0.90815201    0.00164921    0.00373236          
317       0.90858453    0.00163716    0.00374615          
318       0.90719978    0.00163384    0.00370302          
319       0.90669780    0.00163582    0.00372854          
320       0.90732975    0.00161679    0.00373381          
321       0.90886345    0.00158364    0.00364911          
322       0.90916577    0.00157516    0.00369573          
323       0.90822454    0.00157312    0.00357873          
324       0.90761745    0.00157554    0.00358047          
325       0.91008522    0.00152622    0.00352743          
326       0.91022926    0.00151398    0.00348586          
327       0.90913458    0.00151522    0.00347753          
328       0.90864705    0.00152290    0.00346205          
329       0.90901701    0.00151195    0.00343270          
330       0.90930723    0.00149219    0.00343199          
331       0.90824603    0.00150572    0.00341991          
332       0.91016906    0.00146303    0.00335555          
333       0.90869858    0.00147257    0.00340288          
334       0.90824303    0.00147506    0.00343720          
335       0.90836004    0.00146596    0.00337174          
336       0.90913685    0.00144066    0.00335536          
337       0.90877530    0.00143746    0.00342488          
338       0.90982653    0.00141443    0.00331221          
339       0.90905122    0.00142239    0.00328632          
340       0.90932534    0.00141524    0.00323593          
341       0.91045029    0.00138393    0.00315939          
342       0.90991357    0.00138428    0.00321879          
343       0.91010257    0.00137674    0.00321888          
344       0.90992035    0.00136343    0.00323623          
345       0.90994426    0.00135920    0.00315809          
346       0.90946334    0.00136055    0.00318457          
347       0.90814562    0.00136454    0.00310779          
348       0.90854046    0.00135920    0.00309808          
349       0.91074018    0.00132266    0.00303408          
350       0.91030571    0.00131912    0.00303905          
351       0.90979867    0.00131433    0.00311602          
352       0.91081330    0.00129819    0.00307505          
353       0.90978822    0.00130435    0.00307756          
354       0.91079355    0.00128553    0.00301243          
355       0.91085013    0.00127813    0.00295578          
356       0.90968745    0.00128570    0.00302277          
357       0.91119390    0.00125457    0.00290796          
358       0.91105754    0.00125506    0.00295045          
359       0.91029370    0.00125743    0.00300250          
360       0.91072153    0.00124827    0.00291073          
361       0.91058073    0.00123884    0.00297286          
362       0.90987853    0.00124221    0.00291642          
363       0.91028878    0.00123188    0.00283099          
364       0.91045308    0.00122739    0.00281823          
365       0.91113520    0.00121473    0.00279613          
366       0.91040853    0.00120548    0.00280124          
367       0.91141124    0.00119552    0.00286404          
368       0.91043962    0.00119586    0.00294459          
369       0.91020527    0.00119210    0.00286000          
370       0.91040600    0.00119063    0.00278182          
371       0.91100406    0.00117237    0.00269793          
372       0.91040366    0.00116637    0.00267103          
373       0.90929020    0.00117950    0.00270407          
374       0.91096410    0.00115768    0.00266936          
375       0.91111912    0.00115136    0.00276015          
376       0.91029707    0.00115341    0.00282254          
377       0.91265736    0.00111677    0.00274957          
378       0.91205039    0.00112367    0.00268586          
379       0.91088639    0.00112665    0.00262802          
380       0.91190425    0.00111203    0.00256713          
381       0.91162504    0.00110884    0.00258121          
382       0.91069788    0.00111249    0.00261625          
383       0.91162932    0.00109694    0.00264867          
384       0.91237793    0.00108395    0.00259619          
385       0.91117984    0.00108916    0.00254499          
386       0.91201003    0.00108146    0.00253764          
387       0.91191439    0.00107126    0.00247576          
388       0.91182724    0.00107250    0.00248154          
389       0.91293843    0.00105140    0.00246496          
390       0.91126550    0.00106697    0.00250694          
391       0.91109598    0.00106005    0.00254753          
392       0.91155187    0.00105140    0.00257028          
393       0.91246153    0.00103988    0.00248788          
394       0.91102365    0.00104894    0.00245652          
395       0.91221848    0.00102879    0.00241280          
396       0.91164922    0.00103114    0.00239005          
397       0.91131162    0.00103016    0.00238838          
398       0.91268026    0.00101442    0.00242498          
399       0.91045880    0.00102667    0.00244529          
400       0.91213547    0.00100877    0.00240750          
401       0.91230144    0.00100321    0.00236893          
402       0.91104271    0.00101316    0.00235547          
403       0.91284296    0.00099133    0.00232031          
404       0.91233317    0.00098929    0.00232330          
405       0.91226354    0.00098205    0.00237133          
406       0.91285956    0.00097802    0.00234825          
407       0.91146611    0.00098282    0.00236319          
408       0.91276943    0.00096475    0.00235251          
409       0.91327613    0.00095927    0.00226639          
410       0.91322665    0.00095752    0.00221891          
411       0.91293656    0.00094935    0.00221261          
412       0.91165188    0.00096114    0.00222299          
413       0.91293137    0.00094401    0.00221228          
414       0.91239946    0.00094582    0.00222244          
415       0.91274130    0.00093289    0.00224973          
416       0.91286271    0.00093467    0.00221988          
417       0.91254797    0.00092743    0.00223208          
418       0.91310576    0.00092177    0.00215130          
419       0.91187789    0.00092687    0.00218658          
420       0.91220788    0.00091622    0.00213703          
421       0.91304140    0.00090960    0.00216510          
422       0.91325037    0.00089799    0.00220938          
423       0.91333571    0.00090274    0.00217898          
424       0.91315754    0.00089813    0.00211341          
425       0.91285258    0.00089705    0.00210847          
426       0.91252778    0.00090482    0.00214792          
427       0.91388294    0.00088087    0.00217296          
428       0.91281245    0.00088320    0.00212194          
429       0.91250304    0.00088319    0.00208790          
430       0.91118160    0.00089473    0.00209968          
431       0.91368008    0.00086824    0.00212012          
432       0.91307154    0.00086729    0.00206086          
433       0.91450318    0.00085361    0.00200587          
434       0.91286707    0.00085805    0.00202559          
435       0.91230903    0.00086194    0.00201595          
436       0.91404596    0.00084370    0.00197932          
437       0.91297566    0.00084916    0.00199580          
438       0.91320909    0.00084839    0.00198748          
439       0.91279073    0.00084918    0.00202838          
440       0.91321261    0.00083799    0.00205069          
441       0.91456758    0.00082411    0.00198507          
442       0.91341387    0.00082662    0.00195128          
443       0.91252865    0.00083310    0.00197265          
444       0.91460977    0.00081525    0.00193755          
445       0.91373368    0.00081376    0.00194399          
446       0.91385922    0.00081044    0.00191539          
447       0.91370894    0.00080862    0.00193865          
448       0.91301982    0.00081774    0.00193386          
449       0.91285923    0.00081048    0.00193385          
450       0.91275676    0.00080955    0.00190359          
451       0.91356076    0.00080313    0.00189685          
452       0.91315373    0.00080077    0.00187829          
453       0.91418162    0.00078519    0.00186634          
454       0.91442936    0.00078196    0.00186722          
455       0.91335702    0.00079019    0.00188097          
456       0.91404256    0.00078266    0.00185690          
457       0.91434559    0.00077320    0.00183737          
458       0.91264041    0.00078812    0.00184821          
459       0.91246707    0.00078361    0.00190912          
460       0.91384024    0.00077095    0.00184829          
461       0.91490312    0.00076278    0.00185696          
462       0.91369308    0.00076782    0.00182784          
463       0.91484177    0.00075437    0.00178276          
464       0.91397095    0.00075897    0.00176088          
465       0.91331935    0.00075933    0.00176446          
466       0.91322051    0.00076021    0.00176542          
467       0.91372233    0.00075417    0.00177490          
468       0.91482694    0.00074561    0.00182350          
469       0.91594036    0.00072615    0.00188348          
470       0.91621852    0.00072256    0.00176164          
471       0.91622307    0.00071975    0.00167778          
472       0.91404241    0.00073250    0.00172377          
473       0.91472513    0.00072503    0.00167475          
474       0.91366727    0.00073376    0.00171090          
475       0.91523226    0.00071873    0.00181893          
476       0.91333341    0.00072970    0.00185045          
477       0.91406579    0.00072243    0.00179604          
478       0.91546052    0.00071063    0.00167343          
479       0.91420733    0.00071287    0.00164684          
480       0.91552890    0.00070403    0.00165023          
481       0.91599568    0.00069658    0.00161706          
482       0.91466178    0.00070752    0.00166937          
483       0.91375945    0.00070838    0.00173741          
484       0.91584155    0.00069395    0.00175532          
485       0.91502618    0.00069574    0.00173096          
486       0.91574987    0.00068832    0.00160672          
487       0.91444248    0.00069601    0.00162010          
488       0.91592422    0.00068320    0.00159491          
489       0.91359988    0.00069747    0.00163092          
490       0.91516714    0.00068226    0.00168950          
491       0.91407608    0.00068403    0.00172390          
492       0.91504877    0.00067631    0.00170491          
493       0.91582337    0.00066971    0.00158891          
494       0.91449483    0.00067357    0.00156872          
495       0.91567818    0.00066348    0.00154181          
496       0.91557419    0.00066758    0.00154738          
497       0.91538107    0.00066354    0.00157781          
498       0.91540717    0.00066138    0.00165898          
499       0.91596204    0.00065391    0.00159847          
500       0.91401621    0.00066568    0.00157114          
501       0.91509493    0.00065726    0.00152758          
502       0.91641099    0.00064169    0.00150085          
503       0.91518945    0.00065149    0.00152505          
504       0.91520079    0.00064832    0.00155864          
505       0.91617647    0.00064123    0.00160692          
506       0.91595225    0.00064222    0.00154969          
507       0.91630339    0.00063225    0.00148393          
508       0.91490292    0.00064167    0.00149880          
509       0.91606990    0.00063635    0.00148469          
510       0.91410742    0.00064371    0.00148852          
511       0.91512792    0.00063547    0.00153734          
512       0.91522533    0.00063428    0.00159092          
513       0.91527285    0.00062845    0.00157432          
514       0.91642488    0.00062123    0.00152349          
515       0.91428358    0.00063415    0.00146292          
516       0.91413812    0.00062822    0.00145019          
517       0.91548280    0.00062023    0.00144511          
518       0.91598357    0.00061358    0.00146141          
519       0.91431629    0.00062277    0.00149129          
520       0.91539196    0.00061502    0.00149201          
521       0.91627423    0.00060765    0.00144056          
522       0.91645098    0.00060557    0.00140596          
523       0.91666093    0.00060296    0.00139240          
524       0.91503190    0.00060996    0.00142081          
525       0.91437068    0.00061235    0.00145294          
526       0.91527499    0.00060878    0.00147399          
527       0.91604007    0.00059433    0.00147974          
528       0.91547246    0.00059905    0.00141646          
529       0.91676351    0.00059025    0.00135955          
530       0.91709953    0.00058482    0.00134293          
531       0.91597325    0.00058963    0.00135731          
532       0.91577397    0.00058730    0.00135797          
533       0.91573944    0.00058945    0.00139737          
534       0.91578787    0.00058927    0.00139078          
535       0.91669374    0.00057903    0.00137292          
536       0.91562816    0.00058486    0.00139173          
537       0.91391120    0.00059378    0.00141821          
538       0.91635768    0.00057628    0.00138913          
539       0.91623290    0.00057476    0.00135467          
540       0.91594793    0.00057766    0.00134976          
541       0.91613993    0.00057369    0.00137593          
542       0.91753461    0.00056390    0.00132469          
543       0.91679839    0.00056449    0.00140295          
544       0.91665611    0.00056322    0.00130825          
545       0.91608645    0.00056569    0.00131419          
546       0.91615653    0.00056134    0.00130195          
547       0.91452833    0.00057162    0.00135764          
548       0.91645035    0.00055801    0.00139675          
549       0.91511012    0.00056521    0.00132370          
550       0.91596945    0.00055980    0.00132003          
551       0.91682633    0.00055084    0.00126425          
552       0.91622110    0.00055495    0.00126912          
553       0.91627947    0.00055169    0.00130993          
554       0.91774696    0.00053955    0.00132436          
555       0.91602315    0.00054600    0.00129845          
556       0.91588911    0.00054838    0.00126939          
557       0.91579747    0.00055005    0.00126985          
558       0.91661548    0.00053928    0.00125888          
559       0.91725462    0.00053564    0.00126174          
560       0.91713743    0.00053788    0.00129115          
561       0.91654858    0.00053376    0.00133265          
562       0.91683967    0.00053474    0.00128698          
563       0.91675900    0.00053215    0.00122239          
564       0.91741071    0.00053018    0.00123009          
565       0.91754227    0.00052204    0.00120938          
566       0.91643658    0.00052985    0.00123362          
567       0.91565640    0.00053334    0.00129288          
568       0.91535311    0.00053255    0.00126405          
569       0.91746798    0.00051846    0.00129234          
570       0.91650303    0.00052375    0.00124959          
571       0.91689228    0.00052100    0.00121503          
572       0.91526926    0.00052817    0.00123905          
573       0.91730160    0.00051658    0.00126475          
574       0.91719741    0.00051588    0.00123625          
575       0.91822627    0.00050652    0.00120668          
576       0.91666691    0.00051266    0.00125350          
577       0.91744868    0.00051095    0.00119453          
578       0.91447522    0.00052079    0.00119223          
579       0.91858244    0.00049950    0.00115264          
580       0.91589136    0.00051335    0.00137067          
581       0.91880709    0.00049723    0.00137464          
582       0.91822971    0.00049337    0.00124496          
583       0.91799340    0.00049937    0.00120797          
584       0.91720148    0.00049953    0.00116602          
585       0.91665673    0.00050257    0.00116081          
586       0.91687197    0.00050068    0.00125877          
587       0.91671082    0.00049884    0.00128697          
588       0.91766770    0.00049217    0.00117522          
589       0.91709958    0.00049738    0.00112916          
590       0.91908611    0.00048325    0.00113244          
591       0.91737475    0.00048983    0.00110386          
592       0.91766059    0.00048975    0.00122039          
593       0.91716309    0.00048828    0.00121951          
594       0.91675553    0.00048952    0.00115648          
595       0.91635200    0.00049241    0.00111363          
596       0.91776935    0.00048219    0.00108819          
597       0.91659541    0.00048750    0.00112381          
598       0.91705362    0.00048394    0.00115380          
599       0.91844763    0.00047642    0.00125505          
600       0.91815015    0.00047957    0.00116425          
601       0.91787478    0.00047476    0.00106741          
602       0.91844279    0.00047082    0.00106229          
603       0.91731354    0.00047587    0.00107815          
604       0.91750853    0.00047268    0.00107501          
605       0.91764727    0.00047158    0.00110329          
606       0.91736057    0.00047446    0.00108313          
607       0.91827833    0.00046557    0.00107585          
608       0.91755814    0.00047009    0.00106734          
609       0.91658746    0.00047180    0.00109503          
610       0.91688048    0.00046936    0.00109050          
611       0.91820673    0.00046215    0.00105987          
612       0.91799859    0.00046123    0.00104582          
613       0.91835242    0.00045799    0.00102537          
614       0.91697047    0.00046435    0.00102999          
615       0.91669245    0.00046437    0.00108878          
616       0.91746102    0.00046036    0.00109955          
617       0.91726067    0.00045981    0.00107309          
618       0.91779849    0.00045570    0.00105075          
619       0.91749624    0.00045718    0.00102110          
620       0.91806583    0.00045479    0.00101954          
621       0.91904383    0.00044803    0.00100585          
622       0.91822269    0.00044659    0.00106340          
623       0.91750737    0.00045320    0.00107024          
624       0.91946977    0.00044113    0.00102617          
625       0.91649732    0.00045529    0.00101219          
626       0.91832473    0.00044666    0.00100599          
627       0.91704000    0.00045059    0.00102086          
628       0.91750146    0.00044592    0.00099053          
629       0.91775702    0.00044514    0.00101450          
630       0.91714928    0.00044550    0.00101905          
631       0.91777210    0.00044436    0.00101845          
632       0.91731860    0.00044181    0.00100781          
633       0.91880446    0.00043483    0.00097634          
634       0.91727578    0.00044312    0.00099724          
635       0.91764749    0.00043752    0.00097979          
636       0.91843301    0.00043601    0.00097903          
637       0.91845362    0.00043022    0.00097374          
638       0.91794153    0.00043421    0.00096656          
639       0.91791437    0.00043477    0.00095610          
640       0.91841364    0.00042997    0.00096792          
641       0.91814754    0.00043206    0.00100380          
642       0.91775988    0.00043298    0.00096168          
643       0.91761226    0.00043166    0.00100336          
644       0.91919171    0.00042315    0.00095464          
645       0.91813329    0.00042827    0.00095431          
646       0.91880832    0.00042272    0.00098353          
647       0.91737460    0.00042997    0.00095310          
648       0.91765945    0.00042758    0.00098832          
649       0.91817419    0.00042112    0.00103461          
650       0.91798217    0.00042221    0.00095811          
651       0.91841131    0.00042157    0.00093554          
652       0.91833321    0.00041866    0.00092191          
653       0.91849614    0.00041875    0.00092258          
654       0.91831025    0.00041801    0.00093684          
655       0.91871545    0.00041569    0.00102528          
656       0.91854714    0.00041423    0.00100654          
657       0.91858723    0.00041107    0.00090038          
658       0.91843320    0.00041544    0.00095806          
659       0.91794674    0.00041510    0.00097530          
660       0.91720635    0.00041391    0.00101262          
661       0.91953200    0.00040601    0.00091636          
662       0.91819110    0.00040865    0.00090137          
663       0.91926350    0.00040479    0.00099756          
664       0.91785005    0.00041288    0.00096201          
