# cycles  fidelity      MSE           ||MSE gradient||    
578       0.98691337    0.00018693    0.00065643          
579       0.98715456    0.00018229    0.00079603          
580       0.98703769    0.00018303    0.00076576          
581       0.98761042    0.00018247    0.00117345          
582       0.98725643    0.00018394    0.00113185          
583       0.98755980    0.00018208    0.00096108          
584       0.98782798    0.00018255    0.00074756          
585       0.98721803    0.00018693    0.00076231          
586       0.98819038    0.00017353    0.00105281          
587       0.98803260    0.00017427    0.00073983          
588       0.98818052    0.00017114    0.00105454          
589       0.98693586    0.00018447    0.00057808          
590       0.98705481    0.00018275    0.00143673          
591       0.98726516    0.00018067    0.00071028          
592       0.98608151    0.00019188    0.00096943          
593       0.98776606    0.00017500    0.00080979          
594       0.98735854    0.00017850    0.00111832          
595       0.98722250    0.00018143    0.00055096          
596       0.98701794    0.00017915    0.00099144          
597       0.98691778    0.00018060    0.00051020          
598       0.98735190    0.00017692    0.00090263          
599       0.98736938    0.00017704    0.00096155          
600       0.98831022    0.00016801    0.00063572          
601       0.98579438    0.00019193    0.00104375          
602       0.98751125    0.00017655    0.00101047          
603       0.98747504    0.00017348    0.00084252          
604       0.98743739    0.00017581    0.00090405          
605       0.98816740    0.00016904    0.00073897          
606       0.98762020    0.00016953    0.00078669          
607       0.98820484    0.00016740    0.00103412          
608       0.98765152    0.00017113    0.00077514          
609       0.98785005    0.00017055    0.00073557          
610       0.98764471    0.00017001    0.00108255          
611       0.98790665    0.00016613    0.00043912          
612       0.98785812    0.00016623    0.00080435          
613       0.98840040    0.00016480    0.00057404          
614       0.98818250    0.00016490    0.00063628          
615       0.98750294    0.00016947    0.00044995          
616       0.98807113    0.00016700    0.00049512          
617       0.98749460    0.00017162    0.00050345          
618       0.98732346    0.00017163    0.00055179          
619       0.98753125    0.00017016    0.00046956          
620       0.98727883    0.00017174    0.00058959          
621       0.98724673    0.00017132    0.00045381          
622       0.98792928    0.00016570    0.00057902          
623       0.98676168    0.00017650    0.00051331          
624       0.98830549    0.00016008    0.00064702          
625       0.98713501    0.00017308    0.00045737          
626       0.98806960    0.00016017    0.00066155          
627       0.98769089    0.00016612    0.00052988          
628       0.98831543    0.00015912    0.00068995          
629       0.98858477    0.00015811    0.00041281          
630       0.98795274    0.00016397    0.00059473          
631       0.98774313    0.00016382    0.00043795          
632       0.98848892    0.00015667    0.00062483          
633       0.98736823    0.00016562    0.00045344          
634       0.98904503    0.00015070    0.00039444          
635       0.98893034    0.00015443    0.00070845          
636       0.98798349    0.00016098    0.00046414          
637       0.98797857    0.00016224    0.00079557          
638       0.98740928    0.00016632    0.00085890          
639       0.98831833    0.00015974    0.00068474          
640       0.98750029    0.00016215    0.00087031          
641       0.98774873    0.00015774    0.00039935          
642       0.98806460    0.00015811    0.00074890          
643       0.98775106    0.00016280    0.00057886          
644       0.98756369    0.00016291    0.00055350          
645       0.98848927    0.00015576    0.00067341          
646       0.98889895    0.00015160    0.00045068          
647       0.98825194    0.00015474    0.00073313          
648       0.98753659    0.00016204    0.00052039          
649       0.98933309    0.00014646    0.00114024          
650       0.98856922    0.00015126    0.00083053          
651       0.98826325    0.00015401    0.00068877          
652       0.98821977    0.00015442    0.00042434          
653       0.98863438    0.00015154    0.00085994          
654       0.98940901    0.00014606    0.00065302          
655       0.98763797    0.00015876    0.00047337          
656       0.98820343    0.00015215    0.00095692          
657       0.98849303    0.00015142    0.00040712          
658       0.98904304    0.00014520    0.00050751          
659       0.98887712    0.00014968    0.00047661          
