# cycles  fidelity            EL avg              EL var              ||MSE gradient||    ratio accepted samples
568       0.56197             3.25389             1.94082             9.47971             1.0                 
569       0.89306             1.82377             0.26124             2.20987             1.0                 
570       0.89070             1.71004             388.19093           5.37164             1.0                 
571       0.81674             2.55718             0.48593             3.69132             1.0                 
572       0.75196             2.47216             0.67885             5.14986             1.0                 
573       0.91505             2.69889             691.22474           8.85258             0.999875            
574       0.85649             2.22998             0.22343             2.13104             1.0                 
575       0.90852             4.83361             1934.08395          21.83661            1.0                 
576       0.84037             2.05069             0.65615             3.73764             1.0                 
577       0.89680             1.84085             0.35681             3.12037             1.0                 
578       0.93169             1.92492             0.07378             0.82320             1.0                 
579       0.77172             1.98707             21.19855            10.54033            1.0                 
580       0.87695             1.98027             0.29573             1.72314             1.0                 
581       0.75486             2.85651             0.83423             5.28712             1.0                 
582       0.90777             1.52244             0.56179             2.08712             1.0                 
583       0.88682             1.79149             103.69826           3.84745             1.0                 
584       0.90977             1.84106             0.14903             1.20097             1.0                 
585       0.91029             1.40415             134.82322           0.83884             1.0                 
586       0.85826             1.21246             1.21123             4.78096             1.0                 
587       0.81699             2.62029             699.80089           4.49296             1.0                 
588       0.90537             1.75746             0.23231             1.60146             1.0                 
589       0.76881             2.41502             0.70293             5.07468             1.0                 
590       0.87553             1.47618             1.74740             3.80655             1.0                 
591       0.85250             2.35460             450.69992           3.46321             1.0                 
592       0.82002             1.41013             434.01830           3.44657             1.0                 
593       0.74863             4.52734             1210.17819          17.87419            1.0                 
594       0.85994             1.53449             305.67762           2.69149             1.0                 
595       0.92117             1.92749             0.16352             1.06165             1.0                 
596       0.80811             2.36613             3.00945             8.53094             1.0                 
597       0.51822             3.85717             1.92970             11.42818            1.0                 
598       0.91711             3.02249             744.92186           15.25445            1.0                 
599       0.74862             2.11091             1.13011             5.42928             1.0                 
600       0.84916             1.82699             0.40458             3.01962             1.0                 
601       0.68452             2.46098             1.58252             8.93165             1.0                 
602       0.86986             5.70528             1939.33616          34.41625            1.0                 
603       0.76445             2.55208             515.96016           8.58262             1.0                 
604       0.91106             2.46240             314.94142           5.89098             1.0                 
605       0.78332             1.99384             0.66838             4.43981             1.0                 
606       0.92016             1.78894             0.11643             1.07177             1.0                 
607       0.73140             2.86074             1.72094             5.69003             1.0                 
608       0.71562             3.20989             1.25262             7.13000             1.0                 
609       0.90387             1.85699             0.18194             1.54051             0.999875            
610       0.72503             2.66480             72.33309            8.97612             0.999875            
611       0.95421             1.96811             0.03268             0.39323             1.0                 
612       0.88566             2.89985             652.86481           11.82344            1.0                 
613       0.82796             1.91442             0.39167             3.13008             1.0                 
614       0.51290             5.45465             802.64963           19.56917            1.0                 
615       0.90163             4.42076             1324.94782          22.55543            1.0                 
616       0.84893             1.76249             383.18101           4.68203             0.999875            
617       0.86268             2.36740             0.37072             2.51181             1.0                 
618       0.82676             1.61066             325.94818           2.76235             1.0                 
619       0.88937             2.00707             394.48385           3.27326             1.0                 
620       0.82785             1.79499             0.96711             3.58537             0.999875            
621       0.89033             1.02641             1.15774             3.14773             1.0                 
622       0.72502             3.10786             1.37375             6.43611             1.0                 
623       0.92540             1.18114             230.60535           1.19741             1.0                 
624       0.81636             1.97180             0.49735             3.18653             1.0                 
625       0.87290             1.72348             0.28253             1.90929             1.0                 
626       0.87797             1.51924             1.56712             3.10257             1.0                 
627       0.89731             1.39061             120.34578           2.26721             1.0                 
628       0.91779             1.76058             0.37623             1.63298             1.0                 
629       0.79243             2.46995             0.83005             4.92801             1.0                 
630       0.79622             2.19543             0.64019             4.84880             1.0                 
631       0.84520             1.78311             490.05232           2.30385             1.0                 
632       0.95483             1.93959             0.04385             0.44969             1.0                 
633       0.90235             1.88488             0.14174             1.48827             1.0                 
634       0.87605             1.31239             1.78573             4.25427             1.0                 
635       0.79500             7.10392             2754.45065          57.93879            1.0                 
636       0.90064             1.65372             0.33418             1.86508             1.0                 
637       0.91369             1.47258             1.50032             3.32065             1.0                 
638       0.93348             1.24404             0.96106             2.41786             1.0                 
639       0.90474             1.92319             0.16998             1.00934             1.0                 
640       0.77905             1.80018             0.90608             5.43100             1.0                 
641       0.80023             2.32425             0.66322             4.97826             1.0                 
642       0.82286             1.50704             0.76871             4.35151             1.0                 
643       0.85124             2.08594             0.32257             2.13677             1.0                 
644       0.89333             2.15444             0.36698             1.54335             1.0                 
645       0.86210             2.05016             0.38585             3.19624             1.0                 
646       0.85985             1.77059             28.05952            3.28988             1.0                 
647       0.77732             5.26473             1875.83481          49.33532            1.0                 
648       0.91777             1.82991             0.07449             0.92533             1.0                 
649       0.64553             2.03942             1.49168             6.83962             1.0                 
650       0.84046             2.21266             963.90015           5.33447             0.999875            
651       0.83176             1.89151             0.45772             2.66354             1.0                 
652       0.77772             3.28113             722.85515           10.16349            1.0                 
653       0.86778             1.88970             0.24059             1.79963             1.0                 
654       0.85976             1.89710             727.64586           3.49154             1.0                 
655       0.48017             3.54387             2.76874             13.29425            1.0                 
656       0.77973             2.07887             0.68778             3.77749             1.0                 
657       0.83202             2.48957             0.35578             3.23111             1.0                 
658       0.84069             2.11979             643.23308           4.54872             1.0                 
659       0.89197             2.04629             0.14532             1.42312             1.0                 
660       0.82365             2.27598             609.09094           5.66054             1.0                 
661       0.79677             1.54073             0.87819             4.59401             1.0                 
662       0.78644             2.03018             1.52717             4.90936             1.0                 
663       0.88808             1.64601             0.34523             2.60304             1.0                 
664       0.71470             2.17867             2.79377             7.70935             1.0                 
665       0.67551             2.17452             79.25097            5.72685             1.0                 
666       0.82476             1.65421             1.47337             4.38265             1.0                 
667       0.90251             1.66447             0.33127             1.78402             1.0                 
668       0.87843             2.49481             0.44350             2.39615             0.999875            
669       0.73394             2.40199             106.78930           6.53517             1.0                 
670       0.91736             2.44899             834.44057           11.78369            1.0                 
671       0.90469             4.23406             1590.18663          22.17661            0.999875            
672       0.84348             1.69299             367.68509           2.03074             1.0                 
673       0.83749             1.43136             1.14465             3.73314             1.0                 
674       0.70299             2.78108             0.96934             6.06477             1.0                 
675       0.88517             1.14424             185.40199           2.87854             1.0                 
676       0.94692             1.91009             0.05320             0.47169             0.999875            
677       0.84786             3.11606             0.75757             2.33394             1.0                 
678       0.92997             2.95380             1236.64444          14.57590            1.0                 
679       0.93187             2.00219             0.09360             0.72486             1.0                 
680       0.79091             2.31134             0.54102             4.18175             1.0                 
681       0.70086             1.78487             2.12709             9.92524             1.0                 
682       0.81624             2.66759             643.14066           11.52662            1.0                 
683       0.82579             3.82595             1852.03887          19.17037            1.0                 
684       0.69181             2.70675             0.91847             4.18094             1.0                 
685       0.82268             1.70257             2.02990             5.91433             1.0                 
686       0.74865             2.34331             1.11562             6.55740             1.0                 
687       0.65309             3.93674             1.45985             7.98624             1.0                 
688       0.91646             1.96455             200.70010           1.31725             0.999875            
689       0.87973             1.36669             125.81657           3.31605             1.0                 
690       0.79646             2.18063             0.45656             2.92913             1.0                 
691       0.67187             3.09557             1.25857             6.50045             1.0                 
692       0.84154             3.63892             1209.08250          21.16759            1.0                 
693       0.80325             3.32632             1074.54598          14.73643            1.0                 
694       0.80585             2.22012             329.02875           1.74453             1.0                 
695       0.79810             15.13426            8773.68082          98.72536            1.0                 
696       0.85104             3.14278             1040.85533          16.69959            1.0                 
697       0.86676             2.09171             0.24875             2.30955             1.0                 
698       0.82757             1.69954             0.89664             4.86484             1.0                 
699       0.78785             2.86524             0.63724             4.54756             1.0                 
700       0.84090             1.69452             0.37169             2.50069             1.0                 
701       0.80006             2.15976             0.63636             3.49173             1.0                 
702       0.85715             1.68742             0.34147             2.11560             1.0                 
703       0.91230             1.79657             0.11518             1.02231             1.0                 
704       0.85896             1.65382             1.77769             2.98438             1.0                 
705       0.87034             2.01034             0.36250             1.64343             0.999875            
706       0.81549             1.46517             0.66811             3.63241             1.0                 
707       0.82638             1.90249             0.45976             1.99997             1.0                 
708       0.88079             2.23361             0.13096             1.28906             1.0                 
709       0.55027             3.69710             857.78666           8.98038             1.0                 
710       0.79280             2.39638             0.39894             3.08009             1.0                 
711       0.79012             1.76953             1.63154             4.29336             1.0                 
712       0.91163             1.43232             0.40681             1.62331             1.0                 
713       0.80641             2.43349             849.54832           7.61543             1.0                 
714       0.82124             4.01878             2472.29066          22.37978            1.0                 
715       0.85715             1.90517             0.23652             1.92965             1.0                 
716       0.81294             1.56814             139.23615           2.96973             1.0                 
717       0.85981             1.72372             0.30118             1.71971             1.0                 
718       0.89692             0.95510             1.31724             2.72479             1.0                 
719       0.58538             2.66988             1.38314             7.50675             1.0                 
720       0.86787             2.00127             0.69417             2.87463             1.0                 
721       0.47061             4.08638             17.22768            35.11147            0.999875            
722       0.65146             2.15272             1.07135             7.06460             1.0                 
723       0.61600             3.96301             1.92733             13.84673            1.0                 
724       0.82009             4.37531             1751.46368          25.06753            0.999875            
725       0.86777             2.01416             0.27570             1.73489             1.0                 
726       0.80442             2.88559             0.87712             2.83591             0.999875            
727       0.91484             0.14067             14.08092            5.39848             1.0                 
728       0.91056             2.02567             0.09848             1.09724             1.0                 
729       0.78431             1.13948             76.78054            7.85423             1.0                 
730       0.71963             2.31912             0.56186             4.63196             1.0                 
731       0.67304             1.56206             1.07575             6.62587             1.0                 
732       0.65349             3.78501             1140.54991          21.25059            0.999875            
733       0.83800             2.05090             1108.15936          5.05711             1.0                 
734       0.85543             1.47859             0.94968             2.99304             1.0                 
735       0.80489             2.05142             0.25832             2.07506             1.0                 
736       0.89199             1.45434             0.41333             1.93852             1.0                 
737       0.81584             2.88784             1012.16211          10.87313            1.0                 
738       0.81426             1.97009             0.17570             2.16391             1.0                 
739       0.68225             1.69438             3.13096             6.76757             1.0                 
740       0.71280             2.05762             1.34437             5.37155             0.999875            
741       0.85011             1.99949             0.09926             1.24959             1.0                 
742       0.66838             3.14293             1.60047             6.87505             1.0                 
743       0.82927             2.19948             670.67255           2.86497             1.0                 
744       0.89195             2.12118             0.11181             1.10539             1.0                 
745       0.51320             4.44450             2.72091             13.74156            1.0                 
746       0.77942             1.62990             1.20936             3.97453             1.0                 
747       0.84338             1.26908             0.91033             3.12758             1.0                 
748       0.90577             1.62411             0.32681             1.41674             1.0                 
749       0.89142             2.06448             0.20795             1.66849             1.0                 
750       0.80813             2.46552             0.67554             2.99679             1.0                 
751       0.85971             1.92943             0.17184             1.81327             1.0                 
752       0.75833             1.73460             1.18421             5.55119             1.0                 
753       0.71222             2.13021             3.10072             7.61152             1.0                 
754       0.70407             2.61596             2.81758             15.97450            1.0                 
755       0.71651             3.74649             1.75003             5.16136             1.0                 
756       0.88715             5.62152             3555.64419          30.16725            1.0                 
757       0.76201             1.58788             2.81071             4.84089             1.0                 
758       0.86439             1.64352             0.41561             2.53240             1.0                 
759       0.84215             0.84138             1.89468             5.34813             1.0                 
760       0.74456             2.03492             0.97258             4.53933             1.0                 
761       0.76320             1.87707             131.93658           3.52039             1.0                 
762       0.72397             2.50551             1.37630             7.25701             1.0                 
763       0.73831             2.58149             1.23610             7.30385             1.0                 
764       0.82147             1.62228             1.08317             3.81088             1.0                 
765       0.90282             1.40266             1.67350             2.32874             1.0                 
766       0.82328             1.75123             354.01228           1.37167             1.0                 
767       0.74043             1.95688             0.78682             4.70729             1.0                 
768       0.72068             2.49408             0.70884             5.13033             1.0                 
769       0.87916             2.46917             0.44481             3.47783             1.0                 
770       0.89486             1.55925             0.79155             2.31288             1.0                 
771       0.78431             6.67883             3809.47289          46.95637            0.999875            
772       0.62405             3.71663             1.74770             3.97398             1.0                 
773       0.66740             1.87797             189.28056           5.70732             1.0                 
774       0.57193             2.69316             6.22268             11.28676            0.999875            
775       0.90081             1.76669             0.29223             1.79336             1.0                 
776       0.69173             2.20893             518.06614           8.39917             1.0                 
777       0.65869             3.02611             1.60733             6.40858             1.0                 
778       0.84206             1.84915             0.50280             3.96395             1.0                 
779       0.85769             2.02144             0.65460             4.64800             1.0                 
780       0.84950             1.84642             0.30103             2.24164             1.0                 
781       0.85084             3.26053             1572.82012          12.91963            1.0                 
782       0.81446             2.10285             0.46544             2.96136             0.999875            
783       0.87556             1.72934             0.49433             2.46539             1.0                 
784       0.80878             3.30057             985.12749           15.76956            1.0                 
785       0.84084             2.66729             0.37418             1.74707             1.0                 
786       0.66551             1.91111             2.70613             7.82854             1.0                 
787       0.88005             2.14206             0.16119             1.45661             1.0                 
788       0.83298             2.09997             788.72702           3.94725             1.0                 
789       0.83329             2.42853             0.22820             1.83309             1.0                 
790       0.82408             2.31018             0.19544             1.99696             1.0                 
791       0.87006             1.47039             0.60998             2.99960             1.0                 
792       0.73061             4.87941             2588.70571          45.13623            1.0                 
793       0.87487             2.23997             0.17979             1.32788             1.0                 
794       0.88799             1.71002             0.80263             3.14521             1.0                 
795       0.88132             1.68836             0.47760             2.00876             1.0                 
796       0.76240             1.33472             18.44350            9.43674             1.0                 
797       0.76110             1.85253             1.10879             5.78711             0.999875            
798       0.90966             1.47634             0.86511             2.85898             1.0                 
799       0.84940             4.20756             3029.96990          22.57054            1.0                 
800       0.88585             1.74358             0.42652             1.85783             1.0                 
801       0.89809             2.26447             0.30160             2.69750             1.0                 
802       0.83461             1.86283             0.34737             2.23702             1.0                 
803       0.86286             1.64925             0.73929             2.96738             1.0                 
804       0.77894             2.24962             0.49349             2.96223             1.0                 
805       0.77127             2.32965             0.35866             2.32599             1.0                 
806       0.91581             1.53195             0.50280             1.55083             1.0                 
807       0.80198             1.95040             0.89399             5.40984             1.0                 
808       0.76706             2.14766             1.36779             4.23883             1.0                 
809       0.84859             1.91271             0.40569             2.14438             1.0                 
810       0.79656             5.82660             3003.87648          43.23608            1.0                 
811       0.57436             3.06054             1.25362             6.61112             1.0                 
812       0.64714             3.29302             0.92441             5.11391             1.0                 
813       0.79928             1.89012             1.22489             5.72730             1.0                 
814       0.92334             2.08766             0.05950             0.59074             1.0                 
815       0.83526             2.07824             0.62882             4.01292             1.0                 
816       0.77173             1.35544             5.82425             7.26087             1.0                 
817       0.74814             2.03104             1.16598             4.83531             1.0                 
818       0.82684             2.32051             0.32838             3.29517             1.0                 
819       0.71157             4.00746             2796.49643          20.99464            1.0                 
820       0.78518             2.14672             0.47435             2.30128             1.0                 
821       0.64338             3.12107             1.88834             9.84601             1.0                 
822       0.83247             2.14663             457.88029           2.87308             1.0                 
823       0.84178             3.23482             2156.87472          12.50099            1.0                 
824       0.82112             1.87977             0.21762             1.94487             1.0                 
825       0.81638             2.28777             0.40405             3.21744             1.0                 
826       0.85281             2.02359             0.30349             2.05962             0.999875            
827       0.60546             2.02828             542.77683           7.86748             1.0                 
828       0.76512             2.55769             0.85953             5.95374             1.0                 
829       0.55518             4.13781             4.45165             12.60468            1.0                 
830       0.75150             2.78019             0.72178             4.06789             1.0                 
831       0.73509             2.29439             1.39533             8.08138             1.0                 
832       0.88661             1.95364             0.17217             1.28622             0.999875            
833       0.73757             2.92175             2.55695             11.87236            1.0                 
834       0.83875             1.86612             0.30540             2.03412             1.0                 
835       0.90195             2.46943             0.20984             1.30036             1.0                 
836       0.94114             2.02830             0.07214             0.45987             1.0                 
837       0.76013             2.63187             1.20796             7.29559             1.0                 
838       0.75767             1.79634             1.84985             5.26059             1.0                 
839       0.72258             3.74958             1911.75293          19.97100            1.0                 
840       0.67391             2.44178             1.56272             7.93087             1.0                 
841       0.84147             2.19189             0.48418             3.39033             1.0                 
842       0.75020             2.54665             1.64068             7.30178             1.0                 
843       0.84328             2.40708             0.41082             2.55026             1.0                 
844       0.75695             1.10251             75.87732            8.85819             1.0                 
845       0.91664             3.70567             3715.85193          14.88168            1.0                 
846       0.91266             1.81877             0.18634             1.14615             1.0                 
847       0.77787             1.83205             0.87809             3.92144             1.0                 
848       0.69683             2.14060             0.76248             5.34410             0.999875            
849       0.93244             1.74589             0.15742             0.99902             1.0                 
850       0.91299             1.76909             0.29279             2.26383             1.0                 
851       0.85558             1.64679             0.75203             3.24820             1.0                 
852       0.86745             2.60642             0.44074             2.67721             1.0                 
853       0.77327             2.35716             0.81690             4.88117             1.0                 
854       0.92131             1.83004             0.24141             2.45540             1.0                 
855       0.87132             1.54610             0.70891             2.81055             1.0                 
856       0.80087             1.45542             1.38805             4.50284             1.0                 
857       0.75011             2.80551             1.83917             7.95407             1.0                 
858       0.89405             5.63850             4447.50765          29.51306            1.0                 
859       0.75955             2.20737             421.34028           1.67438             1.0                 
860       0.67659             4.77185             3611.47302          29.16203            0.999875            
861       0.84203             1.76327             1.27411             6.16168             1.0                 
862       0.90450             1.93717             0.09306             0.96167             0.999875            
863       0.86178             1.22436             7.30662             5.39454             1.0                 
864       0.83890             1.30054             513.04720           4.02678             1.0                 
865       0.79094             2.02177             0.57922             3.43083             1.0                 
866       0.83479             1.94849             0.34067             2.38432             1.0                 
867       0.86952             1.91147             0.28171             1.70412             1.0                 
868       0.83597             1.96256             0.35122             2.53700             1.0                 
869       0.64791             3.09335             2.36087             11.18885            1.0                 
870       0.91024             1.67591             0.24606             1.69995             1.0                 
871       0.88144             1.76600             728.49070           3.77829             1.0                 
872       0.89108             2.81816             0.35913             1.86330             1.0                 
873       0.92412             1.83207             0.14358             0.88854             1.0                 
874       0.88027             2.18559             0.42740             3.35692             1.0                 
875       0.60272             2.09896             5.80359             11.91510            1.0                 
876       0.56601             7.12618             4988.26144          59.22145            1.0                 
877       0.83672             1.94102             0.50078             1.91580             0.999875            
878       0.77543             1.78134             1.06918             5.04050             1.0                 
879       0.79702             2.18044             841.82215           5.38623             1.0                 
880       0.93512             1.89385             0.29390             1.12776             1.0                 
881       0.78129             3.96567             2026.40613          24.24142            1.0                 
882       0.69654             3.15656             2.11977             10.76715            0.999875            
883       0.78845             1.98309             0.63380             3.05072             1.0                 
884       0.89837             1.61187             0.76025             2.06677             1.0                 
885       0.77292             1.80547             2.24818             5.78514             1.0                 
886       0.89461             2.13467             0.26936             2.25024             1.0                 
887       0.89605             1.35969             2.63206             3.27393             1.0                 
888       0.86311             1.87186             0.46964             1.94469             1.0                 
889       0.85196             1.76959             0.56982             2.95463             1.0                 
890       0.70682             1.87923             1.26571             4.48500             1.0                 
891       0.81680             1.94513             0.38667             3.00584             1.0                 
892       0.73546             2.57119             1295.04097          6.42043             1.0                 
893       0.65937             2.32122             1.04369             6.02123             0.99975             
894       0.89706             2.34310             0.22198             2.26031             1.0                 
895       0.80459             1.82741             0.81177             3.41963             1.0                 
896       0.85392             7.08557             5728.69366          47.58246            0.999875            
897       0.81291             3.11683             0.91386             2.33778             1.0                 
898       0.80265             2.50570             0.38344             2.93402             1.0                 
899       0.82330             2.36627             0.48953             3.25750             1.0                 
900       0.46787             4.03474             1.92656             8.03132             1.0                 
901       0.93636             2.04296             0.07403             0.50890             0.999875            
902       0.79990             1.79816             2.05083             4.69069             1.0                 
903       0.83027             2.58595             0.29114             2.24639             1.0                 
904       0.86953             2.03362             0.21660             1.92341             1.0                 
905       0.77858             2.91509             1084.30244          11.85906            1.0                 
906       0.84259             2.32254             0.39495             2.24672             1.0                 
907       0.81061             2.03226             0.57146             3.11793             1.0                 
908       0.80226             1.82964             0.85725             4.16704             1.0                 
909       0.95422             1.88594             0.07073             0.44625             0.999875            
910       0.77944             2.27539             779.37478           3.79083             1.0                 
911       0.78617             2.75286             0.58625             3.19985             1.0                 
912       0.89284             2.14013             0.08896             1.07648             1.0                 
913       0.94743             1.89191             0.06546             0.60878             1.0                 
914       0.75706             3.04768             1.24207             6.24569             1.0                 
915       0.78744             3.11479             0.74935             3.71083             1.0                 
916       0.81327             1.67122             1.25896             3.40437             0.999875            
917       0.82083             2.24190             0.29858             2.47097             1.0                 
918       0.84958             1.55982             1.88668             5.83752             1.0                 
919       0.63795             2.81229             2.56688             11.78600            1.0                 
920       0.92705             2.14993             0.05620             0.52431             1.0                 
921       0.78374             2.06191             1659.32287          6.02825             1.0                 
922       0.91037             2.47476             0.20890             2.44593             1.0                 
923       0.87318             2.46813             0.50645             3.10472             1.0                 
924       0.90875             0.97855             1.80740             2.62473             1.0                 
925       0.66963             2.45304             573.10243           3.10358             1.0                 
926       0.92944             1.86728             0.13974             0.83652             1.0                 
927       0.58211             3.25858             2.65389             13.43592            1.0                 
928       0.72190             2.46497             0.82679             4.98303             1.0                 
929       0.77135             2.48343             0.65295             2.04147             1.0                 
930       0.75450             3.31476             1.44515             7.41460             1.0                 
931       0.85956             2.26243             0.25325             1.64521             1.0                 
932       0.86374             1.85933             0.71966             2.63450             1.0                 
933       0.80567             1.89647             973.88710           2.38984             1.0                 
934       0.94896             1.55886             0.23549             0.94151             0.999875            
935       0.91927             2.07607             0.21447             1.04460             1.0                 
936       0.89042             1.67966             0.43456             1.76925             1.0                 
937       0.78172             2.20358             0.69255             3.27614             1.0                 
938       0.67254             3.12450             1.74232             9.07420             1.0                 
939       0.87773             2.47682             1581.24315          7.43525             1.0                 
940       0.85206             1.78937             0.69727             3.29884             1.0                 
941       0.89924             2.00762             0.09639             1.01645             1.0                 
942       0.82180             1.20535             1.16811             4.77951             1.0                 
943       0.73467             1.70298             0.96366             5.11134             1.0                 
944       0.91809             1.95238             0.05760             0.60862             1.0                 
945       0.75980             2.22998             0.39194             2.40247             1.0                 
946       0.82786             7.06080             6599.81511          43.46077            0.999875            
947       0.75029             2.45073             0.61689             3.87335             1.0                 
948       0.88403             1.86151             0.32562             1.73194             1.0                 
949       0.89471             1.68002             0.49831             1.73371             1.0                 
950       0.80547             2.65119             0.58391             3.59634             1.0                 
951       0.79466             2.29160             0.73171             5.20587             1.0                 
952       0.74378             1.91498             943.89326           4.01587             1.0                 
953       0.84302             1.93283             0.32748             2.34443             1.0                 
954       0.86581             1.86818             0.38555             1.85233             1.0                 
955       0.79195             1.71232             3.26146             5.07495             1.0                 
956       0.81094             1.89787             0.67676             3.35570             1.0                 
957       0.85534             3.18054             2019.53489          16.24981            1.0                 
958       0.84208             1.46839             437.22889           3.03238             1.0                 
959       0.84425             1.65085             1.47794             3.34953             1.0                 
960       0.92699             2.04507             0.21700             1.13348             1.0                 
961       0.88041             2.57796             0.27600             2.38717             1.0                 
962       0.90510             1.32519             1.20751             2.26688             1.0                 
963       0.80847             1.84166             0.78137             3.72224             1.0                 
964       0.86190             1.56560             2.04256             3.39078             1.0                 
965       0.78870             1.03753             26.37689            9.20207             1.0                 
966       0.92496             1.95109             0.19390             1.17398             1.0                 
967       0.89747             1.83323             0.21677             1.22156             1.0                 
968       0.70728             2.73920             1.07816             6.20637             1.0                 
969       0.80229             1.91792             791.98362           2.18770             0.999875            
970       0.90711             1.46338             0.90497             2.40942             0.999875            
971       0.85708             2.05489             0.49475             2.06948             1.0                 
972       0.67811             2.01513             2.79357             10.88146            1.0                 
973       0.82739             2.01073             0.59669             4.81924             1.0                 
