# cycles  fidelity      MSE           ||MSE gradient||    
602       0.50518497    0.07295209    0.00478892          
603       0.50511493    0.07256929    0.00495446          
604       0.50705509    0.07310291    0.00636107          
605       0.50415571    0.07338555    0.00537025          
606       0.50489965    0.07359915    0.00464369          
607       0.50538603    0.07273897    0.00641015          
608       0.50453841    0.07404987    0.00416227          
609       0.50154088    0.07290411    0.00672710          
610       0.50448787    0.07366530    0.00749492          
611       0.50157862    0.07205645    0.00801920          
612       0.50500108    0.07255826    0.00424773          
613       0.50623260    0.07404587    0.00388758          
614       0.50442220    0.07339230    0.00424357          
615       0.50477702    0.07219647    0.00676270          
616       0.50733977    0.07363516    0.00393676          
617       0.50637423    0.07232198    0.00779491          
618       0.50694331    0.07295441    0.00462165          
619       0.50249411    0.07338430    0.00511595          
620       0.50584979    0.07404331    0.00477724          
621       0.50649471    0.07316491    0.00858580          
622       0.50771470    0.07280422    0.00616438          
623       0.50684758    0.07247652    0.00597827          
624       0.50799660    0.07335264    0.00453134          
625       0.49812888    0.07150546    0.00892056          
626       0.50627769    0.07193833    0.00716932          
627       0.50524477    0.07310107    0.00437548          
628       0.50567660    0.07365089    0.00693184          
629       0.50395792    0.07301567    0.00377274          
630       0.50582313    0.07302741    0.00401112          
631       0.50804528    0.07307523    0.00454412          
632       0.50659116    0.07299225    0.00377333          
633       0.50846893    0.07344952    0.00458150          
634       0.50632165    0.07358226    0.00449762          
635       0.50741667    0.07271223    0.00723242          
636       0.50691424    0.07296803    0.00532869          
637       0.50606664    0.07332899    0.00701157          
638       0.50556037    0.07331155    0.00389507          
639       0.50407494    0.07265888    0.00682945          
640       0.50765354    0.07285632    0.00483819          
641       0.50570157    0.07374662    0.00325126          
642       0.50632161    0.07311213    0.00332803          
643       0.50481138    0.07357027    0.00372607          
644       0.50683223    0.07360001    0.00431202          
645       0.50730103    0.07313625    0.00497252          
646       0.50554001    0.07326842    0.00369179          
647       0.50673212    0.07339925    0.00362311          
648       0.50716386    0.07309438    0.00374446          
649       0.50796399    0.07292397    0.00622579          
650       0.50493012    0.07304717    0.00641231          
651       0.50694670    0.07203339    0.00473619          
652       0.50431498    0.07379807    0.00406941          
653       0.50770925    0.07323348    0.00348208          
654       0.50510686    0.07343168    0.00419047          
655       0.50595208    0.07338514    0.00381455          
656       0.50533314    0.07326369    0.00351784          
657       0.50713925    0.07366407    0.00515970          
658       0.50702338    0.07364847    0.00406258          
659       0.50679550    0.07220528    0.00423206          
660       0.50592101    0.07359426    0.00425304          
