# cycles  fidelity            EL avg              EL var              ||MSE gradient||    ratio accepted samples
66        0.93626             2.28660             4.24172             4.48608             0.999975            
67        0.95564             1.86524             2.91327             2.88633             1.0                 
68        0.94966             2.06372             3.47508             4.17197             1.0                 
69        0.96401             1.73883             2.13057             2.40181             1.0                 
70        0.94785             2.21819             4.67025             4.36283             1.0                 
71        0.58118             5.38235             26.44418            40.98427            1.0                 
72        0.60865             5.66040             34.19711            48.90800            0.99995             
73        0.70588             3.95346             12.03518            21.31132            1.0                 
74        0.92964             2.40498             5.16527             4.84802             1.0                 
75        0.96623             1.95560             4.38992             3.81960             1.0                 
76        0.96066             1.93584             4.00168             3.90412             1.0                 
77        0.96222             1.77367             3.41171             1.99066             1.0                 
78        0.94679             2.67084             8.34867             5.11324             1.0                 
79        0.94426             2.20724             5.91487             3.91179             0.99995             
80        0.95922             1.97795             5.76911             3.73445             0.999975            
81        0.97706             1.69746             3.31059             1.54781             1.0                 
82        0.96037             1.94044             5.44817             3.90798             0.999975            
83        0.95135             2.31097             7.66017             5.17468             0.999975            
84        0.94535             2.03783             5.15738             3.12690             1.0                 
85        0.94358             2.57944             9.92558             6.13696             1.0                 
86        0.95357             2.53036             9.84143             6.36389             0.999975            
87        0.94514             2.49551             9.27796             5.94242             1.0                 
88        0.97378             1.74219             4.26317             2.23400             1.0                 
89        0.95695             2.16567             8.96954             4.93449             1.0                 
90        0.95195             2.60683             10.70779            6.49219             0.999975            
91        0.96766             2.03037             6.44562             3.93990             1.0                 
92        0.90995             2.14873             5.13554             2.18850             1.0                 
93        0.97346             1.87705             6.72885             3.39911             0.999975            
94        0.95256             2.64235             13.65305            5.86302             1.0                 
95        0.95574             2.26378             10.51392            4.68757             1.0                 
96        0.97528             1.61544             5.25592             2.08438             1.0                 
97        0.98072             1.49700             3.06524             0.45337             1.0                 
98        0.92154             2.12096             5.87402             2.19913             1.0                 
99        0.95469             2.16139             8.63378             3.61523             0.999975            
100       0.95353             2.53768             12.14794            6.09834             1.0                 
101       0.85082             2.48608             6.58371             6.78112             1.0                 
102       0.90800             3.02000             16.09584            6.11155             0.99995             
103       0.97097             1.91466             9.09165             3.88223             1.0                 
104       0.74342             4.64194             37.34126            39.95917            1.0                 
105       0.91087             2.29805             6.98613             2.09043             1.0                 
106       0.96607             1.95615             8.95452             2.90180             1.0                 
107       0.95438             1.91648             6.10868             1.78446             0.999975            
108       0.95228             2.20631             10.68992            3.77253             1.0                 
109       0.95187             3.12709             24.32368            7.44483             1.0                 
110       0.31492             11.30635            83.00961            85.10038            1.0                 
111       0.96811             1.87703             8.61693             2.32304             0.999975            
112       0.90108             2.27032             9.00290             4.69699             1.0                 
113       0.97094             2.39131             17.91080            5.84625             1.0                 
114       0.96407             2.21013             16.97944            5.10243             0.999975            
115       0.97588             1.67713             7.39088             1.53699             1.0                 
116       0.87583             3.00123             18.23587            3.57732             0.999975            
117       0.94432             2.71957             20.05161            7.55457             1.0                 
118       0.92905             1.70748             2.68617             2.62557             1.0                 
119       0.92665             2.41140             15.19002            4.32180             0.999975            
120       0.92820             2.00659             8.78437             1.25523             1.0                 
121       0.86901             2.60491             12.04182            2.25476             1.0                 
122       0.96245             2.47514             22.39937            5.73304             1.0                 
123       0.96768             1.82797             11.07450            2.51448             0.999975            
124       0.90958             2.34396             13.67075            2.64665             1.0                 
125       0.96816             1.78720             9.47201             1.78704             1.0                 
126       0.94749             2.38418             19.07320            6.24620             1.0                 
127       0.96665             1.89510             12.45591            3.24669             1.0                 
128       0.85871             2.95958             24.23707            4.14342             1.0                 
129       0.93998             2.50997             19.76917            6.41036             1.0                 
130       0.90507             2.28462             10.70809            1.95753             0.999975            
131       0.90684             2.38250             16.75800            3.48541             1.0                 
132       0.95461             2.23775             19.37483            4.83889             1.0                 
133       0.94927             2.41588             21.26206            5.05952             1.0                 
134       0.92592             2.24120             14.18547            2.93095             0.999975            
135       0.94263             2.84406             30.98051            7.02594             0.999975            
136       0.92115             2.18463             13.89246            2.81564             1.0                 
137       0.94438             2.72077             33.28001            6.72940             1.0                 
138       0.93570             2.02585             17.20256            2.22849             1.0                 
139       0.97436             1.54707             9.05511             1.07533             0.999975            
140       0.93473             2.29329             20.78042            3.61255             1.0                 
141       0.95396             2.18445             20.13142            4.12465             1.0                 
142       0.94250             2.07404             11.63408            2.33316             1.0                 
143       0.93735             2.40396             27.25641            7.42926             1.0                 
144       0.85045             2.48367             12.84816            2.30448             0.999975            
145       0.88496             2.15436             8.69077             2.40706             1.0                 
146       0.93510             2.79901             39.13330            6.80093             1.0                 
147       0.94354             2.58028             33.21655            6.33371             1.0                 
148       0.92043             1.70141             1.16655             2.96555             1.0                 
149       0.88571             2.41314             23.42892            4.65430             1.0                 
150       0.85952             2.59341             24.37532            2.96301             1.0                 
151       0.96108             2.41960             32.79025            6.54802             1.0                 
152       0.94619             1.98871             17.85306            3.09326             1.0                 
153       0.90792             1.89278             13.87313            3.22050             1.0                 
154       0.83640             2.99684             34.62840            3.43910             1.0                 
155       0.96234             1.71235             13.66797            1.84442             0.999975            
156       0.91327             2.35497             28.09258            3.77324             1.0                 
157       0.44147             5.10954             10.32565            28.92777            1.0                 
158       0.90926             2.04917             17.66191            2.21221             1.0                 
159       0.85704             2.36534             15.08071            1.26168             1.0                 
160       0.80713             2.13449             3.14133             7.12365             1.0                 
161       0.67725             3.60298             15.15636            18.81088            1.0                 
162       0.91092             2.24566             20.18639            3.02282             1.0                 
163       0.92448             1.86945             11.71356            1.04817             1.0                 
164       0.76686             2.65796             1.96283             7.85299             1.0                 
165       0.89662             2.01086             10.57085            1.76634             1.0                 
166       0.87808             2.15201             17.59265            1.89632             1.0                 
167       0.93168             2.27603             27.56329            4.20337             1.0                 
168       0.88786             1.71427             5.53805             5.02580             0.999975            
169       0.88786             2.14327             13.45264            2.42311             1.0                 
170       0.90659             1.95700             14.96187            1.72905             1.0                 
171       0.88020             2.23551             19.80331            2.49669             1.0                 
172       0.96300             2.64195             56.12827            7.58273             1.0                 
173       0.96132             2.30302             44.60735            5.58578             1.0                 
174       0.95814             2.00328             28.61054            3.28425             1.0                 
175       0.93583             2.45028             42.56158            5.72754             1.0                 
176       0.90467             2.20261             23.00328            1.70014             1.0                 
177       0.83739             2.28632             25.43176            6.08135             1.0                 
178       0.86017             2.76015             32.60525            3.32342             1.0                 
179       0.91931             2.87944             58.90873            7.23884             1.0                 
180       0.93382             1.96911             26.62625            2.45148             1.0                 
181       0.85634             3.00616             48.33543            10.07023            0.999975            
182       0.77777             2.54165             1.97967             9.46524             1.0                 
183       0.94685             2.44397             47.81498            6.88575             1.0                 
184       0.82534             2.64015             31.49608            3.21895             1.0                 
185       0.92402             2.44974             43.13910            5.34169             1.0                 
186       0.93736             2.37893             48.52897            5.77104             1.0                 
187       0.88825             3.37629             74.40464            8.77955             1.0                 
188       0.81435             2.86618             33.58423            8.78212             1.0                 
189       0.79974             2.98220             43.60147            3.10211             1.0                 
190       0.82477             2.21956             1.06479             5.34862             0.999975            
191       0.87531             3.38504             80.32056            9.75475             1.0                 
192       0.89211             1.87502             13.61596            2.80337             1.0                 
193       0.89607             2.29178             39.65454            2.54286             1.0                 
194       0.91729             2.43801             48.73120            4.95938             0.999975            
195       0.79740             2.56144             21.24102            5.60738             0.999975            
196       0.92945             2.14521             45.01091            3.60009             1.0                 
197       0.88027             2.18298             25.86607            2.23255             0.999975            
198       0.74186             2.70927             11.33752            10.09119            0.999975            
199       0.73824             2.77201             21.70372            6.34446             0.999975            
200       0.87590             2.59571             41.81385            4.02029             1.0                 
201       0.90321             2.64062             54.46079            5.97761             1.0                 
202       0.89826             1.94094             15.04929            2.09805             0.999975            
203       0.93062             2.35967             47.30542            4.65051             1.0                 
204       0.77606             2.72653             23.23096            5.28766             1.0                 
205       0.78848             3.02500             34.28821            8.40547             1.0                 
206       0.84925             2.12292             28.91395            3.66469             1.0                 
207       0.71624             3.81308             60.38930            13.67920            1.0                 
208       0.88284             2.56246             49.33245            7.36556             0.999975            
209       0.91825             2.85608             71.99439            7.85245             1.0                 
210       0.84453             2.32967             25.04944            1.62650             1.0                 
211       0.79776             2.19085             2.01769             5.78003             1.0                 
212       0.91187             2.25160             39.48842            3.48279             1.0                 
213       0.91386             2.34038             52.88589            4.19339             1.0                 
214       0.80833             2.67333             34.00647            9.00387             1.0                 
215       0.87238             2.02547             14.09359            2.62784             1.0                 
216       0.94425             1.59357             15.55791            1.49264             1.0                 
217       0.91988             2.79584             90.09382            9.28656             1.0                 
218       0.91747             3.03332             101.89641           8.50502             1.0                 
219       0.92997             2.56521             74.84986            6.28753             1.0                 
220       0.92425             1.74285             23.96915            2.50726             1.0                 
221       0.81724             2.79617             59.95474            4.51680             1.0                 
222       0.86910             2.42255             32.01823            3.17253             1.0                 
223       0.86079             2.44637             35.45318            2.66092             1.0                 
224       0.91024             1.87078             26.87724            1.83914             0.999975            
225       0.91020             2.43624             63.66934            5.60407             1.0                 
226       0.75286             2.89988             38.69508            10.38014            1.0                 
227       0.88681             2.46905             44.41080            3.75663             0.999975            
228       0.85770             2.13290             32.31910            2.04479             1.0                 
229       0.94109             2.85857             108.95988           11.47900            1.0                 
230       0.92656             1.82993             20.78351            1.33494             1.0                 
231       0.86103             3.14804             86.29763            8.99150             0.999975            
232       0.84801             2.68862             62.64791            3.58403             1.0                 
233       0.87317             2.83949             83.99756            8.24905             1.0                 
234       0.93389             2.70892             90.91242            8.84312             1.0                 
235       0.87940             2.32697             61.70999            5.90559             0.999975            
236       0.80431             3.66607             102.72784           8.87011             1.0                 
237       0.93205             3.02808             112.61804           10.65733            0.999975            
238       0.88383             2.40705             64.21413            5.04731             1.0                 
239       0.82937             2.20085             20.56763            4.68609             1.0                 
240       0.89527             2.00378             39.23354            1.39915             1.0                 
241       0.88998             2.33831             45.98872            4.33645             0.999975            
242       0.78181             2.27176             2.03296             8.34699             1.0                 
243       0.86167             2.58293             62.97969            6.12463             1.0                 
244       0.93726             1.71387             20.00482            1.12880             1.0                 
245       0.90178             2.01206             50.31757            2.28729             0.999975            
246       0.89178             2.00537             21.96742            0.87907             0.999975            
247       0.87635             2.23923             67.72430            4.43449             1.0                 
248       0.92969             2.59803             99.95882            7.15738             0.999975            
249       0.75211             2.41486             39.79720            8.87160             1.0                 
250       0.68297             2.67267             24.40863            12.08255            1.0                 
251       0.87724             1.88283             29.85752            1.91391             0.999975            
252       0.93052             2.35149             95.42158            5.14333             0.999975            
253       0.81595             2.25798             20.63968            4.30530             1.0                 
254       0.87065             2.07528             40.83528            2.28219             1.0                 
255       0.91065             3.03360             146.38553           9.39335             0.999975            
256       0.92647             1.84317             24.15175            1.35486             1.0                 
257       0.90725             1.88330             54.16761            2.64272             1.0                 
258       0.91976             1.94191             64.32959            3.13699             0.999975            
259       0.70533             2.99923             60.95649            6.98382             1.0                 
260       0.69259             2.89018             37.06714            6.76242             1.0                 
261       0.74935             2.65769             52.45911            3.60335             1.0                 
262       0.82300             1.96152             22.76701            7.20254             1.0                 
263       0.77779             2.56947             18.77177            2.29540             1.0                 
264       0.92581             2.31785             116.00927           7.48630             1.0                 
265       0.81548             2.87117             84.08565            6.35109             1.0                 
266       0.77868             2.40070             16.76512            6.31867             1.0                 
267       0.82176             2.68947             82.23764            6.05316             1.0                 
268       0.77425             2.96807             82.26883            4.14214             1.0                 
269       0.73468             2.45747             27.59385            5.48771             0.999975            
270       0.93580             2.56254             149.67134           7.38498             1.0                 
271       0.88040             1.94697             34.68919            2.39462             1.0                 
272       0.91068             2.53898             91.04919            6.16539             0.999975            
273       0.75762             2.43109             40.69741            5.16984             0.999975            
274       0.14950             19.82410            158.92368           140.81378           0.999975            
275       0.75713             3.19132             78.73305            10.48175            1.0                 
276       0.90755             2.16771             87.22258            3.65093             1.0                 
277       0.77770             3.28934             122.18099           7.91423             1.0                 
278       0.84548             2.37824             39.53251            1.33618             1.0                 
279       0.87439             1.89362             8.64361             2.65095             1.0                 
280       0.57298             4.72134             41.13296            22.54560            1.0                 
281       0.87040             2.06435             54.14245            1.60307             1.0                 
282       0.89946             2.44988             107.98101           5.52754             1.0                 
283       0.84667             1.96597             17.20947            3.42381             0.999975            
284       0.92400             2.54952             113.46778           7.25702             1.0                 
285       0.90364             2.75997             140.49335           7.91150             1.0                 
286       0.85331             3.00307             101.14460           6.93961             0.999975            
287       0.87938             2.04013             28.90758            2.12467             0.999975            
288       0.92072             2.59782             134.02583           7.02227             1.0                 
289       0.90593             2.92111             162.98659           7.74484             1.0                 
290       0.89850             1.67273             19.11764            3.72728             1.0                 
291       0.88944             2.79984             111.87241           7.32877             1.0                 
292       0.77032             2.70794             19.13110            13.50449            1.0                 
293       0.88055             2.40309             66.32707            4.17740             0.999975            
294       0.85772             2.29255             39.46432            2.98355             1.0                 
295       0.41757             15.30108            252.31044           183.37051           0.999975            
296       0.29633             7.91124             33.79654            34.86868            1.0                 
297       0.90124             2.50684             128.25939           5.05762             1.0                 
298       0.89955             2.11280             45.04708            2.55637             1.0                 
299       0.89501             1.72507             0.54807             3.18804             1.0                 
300       0.89142             1.69568             11.33507            4.31991             1.0                 
301       0.82225             1.99354             28.44640            4.54271             1.0                 
302       0.89872             2.46776             113.89111           4.74979             0.999975            
303       0.87197             2.31119             21.67981            1.29412             1.0                 
304       0.84682             2.10905             26.40095            5.73845             1.0                 
305       0.91003             2.41259             104.29403           5.12457             1.0                 
306       0.79692             2.26342             15.99758            9.96215             1.0                 
307       0.92060             2.20527             132.45744           4.40600             0.999975            
308       0.72664             2.83560             33.02174            11.30708            1.0                 
309       0.84406             2.26132             12.70461            3.39667             1.0                 
310       0.92553             3.17134             183.05133           10.53099            1.0                 
311       0.87359             1.87310             12.47381            3.53720             0.999975            
312       0.92207             2.09153             88.04248            2.62355             0.999975            
313       0.85129             2.52881             55.49050            5.70553             1.0                 
314       0.95821             3.81189             297.69456           15.69795            1.0                 
315       0.96615             1.65588             67.58300            1.67921             0.999975            
316       0.94722             2.33756             116.96189           5.18939             1.0                 
317       0.93013             2.64834             142.49269           7.29329             0.999975            
318       0.93151             1.97424             63.12613            1.75901             0.999925            
319       0.96352             2.40400             186.80385           6.25934             1.0                 
320       0.84442             2.19536             12.98652            8.60986             1.0                 
321       0.91951             3.20514             230.84060           11.15507            1.0                 
322       0.93068             1.86303             45.78739            1.16214             0.99995             
323       0.87962             2.47987             90.26530            3.91486             1.0                 
324       0.95658             1.51909             15.90269            1.39717             1.0                 
325       0.91563             1.77371             18.50062            2.85909             1.0                 
326       0.72899             2.87405             66.47259            13.11636            1.0                 
327       0.94332             1.66092             24.97433            1.32712             0.999975            
328       0.92610             1.78976             39.08879            2.10166             1.0                 
329       0.89033             3.29965             220.61851           10.06292            1.0                 
330       0.94415             2.28906             123.15195           5.32813             1.0                 
331       0.93795             2.85589             218.68262           8.41136             1.0                 
332       0.93464             2.37596             127.32307           4.68578             1.0                 
333       0.87223             3.24729             209.20241           8.45375             1.0                 
334       0.88834             1.72522             30.59042            3.34535             1.0                 
335       0.91569             1.62609             11.69812            3.36345             1.0                 
336       0.92181             1.85317             81.91603            2.37240             0.999975            
337       0.87499             2.24163             72.20922            2.14416             1.0                 
338       0.94474             1.89521             84.66143            2.31858             1.0                 
339       0.94438             1.41393             27.95163            2.17164             1.0                 
340       0.84666             2.53135             102.64270           4.08274             1.0                 
341       0.90638             1.67982             52.90499            1.76115             1.0                 
342       0.87519             3.03254             233.47203           7.64782             0.999975            
343       0.90257             2.66043             182.10548           6.00085             1.0                 
344       0.94542             2.43733             175.02497           5.90846             1.0                 
345       0.91348             2.01044             59.97834            1.67212             1.0                 
346       0.74659             3.35066             112.42550           13.52447            0.999975            
347       0.87595             2.35733             87.21840            2.49511             1.0                 
348       0.85218             3.04349             187.15122           7.44018             1.0                 
349       0.93130             1.42728             15.80784            2.73028             0.999975            
350       0.94110             2.28081             179.06021           5.36071             0.999975            
351       0.93077             2.05743             102.66351           2.15967             1.0                 
352       0.90500             3.42211             309.35966           11.55193            0.999975            
353       0.92228             2.61643             195.50481           6.90008             1.0                 
354       0.82002             2.24327             44.98403            4.58081             1.0                 
355       0.86345             1.81351             13.71972            4.03567             1.0                 
356       0.76583             3.07241             154.45181           8.19808             1.0                 
357       0.87407             1.91052             20.72201            3.00107             1.0                 
358       0.71912             4.05948             220.03644           11.51201            1.0                 
359       0.85411             1.96313             41.79974            3.69957             0.999975            
360       0.89480             1.69343             8.78802             2.55274             1.0                 
361       0.86297             1.87020             82.53546            2.25880             0.999975            
362       0.89537             2.45109             97.75208            4.13501             1.0                 
363       0.83790             2.28565             105.94634           4.22676             1.0                 
364       0.84198             2.64719             175.82252           4.49461             1.0                 
365       0.93604             1.86112             62.84591            0.91485             0.999975            
366       0.84055             3.00523             204.08648           7.72800             0.999975            
367       0.90138             1.77775             47.71978            2.38198             0.999975            
368       0.80756             2.90748             146.22182           3.12094             0.99995             
369       0.88171             2.17491             96.56204            2.95746             1.0                 
370       0.83201             2.27565             84.37714            1.33197             1.0                 
371       0.90983             2.03630             105.39114           2.13817             1.0                 
372       0.78826             3.00327             171.31714           7.26072             0.999975            
373       0.86296             2.03755             41.03213            1.79787             1.0                 
374       0.92093             2.43211             142.48020           5.87323             0.999975            
375       0.89186             1.92088             54.71305            1.12549             0.999975            
376       0.91303             2.67236             254.45489           7.74145             1.0                 
377       0.76654             3.86347             273.41131           26.63873            1.0                 
378       0.92104             2.52919             189.66387           6.43872             1.0                 
379       0.87812             3.08725             263.04023           11.10006            1.0                 
380       0.85832             3.75556             377.79572           14.40191            0.999975            
381       0.78250             3.24358             215.25306           8.00549             1.0                 
382       0.86925             1.96598             0.43644             3.12240             0.999975            
383       0.87495             2.28283             105.25019           4.28307             0.999975            
384       0.89195             2.55852             240.28386           5.63864             0.999975            
385       0.84412             1.85051             37.22481            4.24428             0.99995             
386       0.83430             2.63265             116.97395           8.77808             0.999975            
387       0.70974             2.56598             59.31508            9.03862             1.0                 
388       0.82319             1.97238             7.17249             7.27314             1.0                 
389       0.82470             2.58747             228.52792           4.74491             0.999975            
390       0.91592             2.68199             273.07985           7.10806             0.999975            
391       0.83999             2.58001             201.23651           4.29145             1.0                 
392       0.77944             2.58860             54.54922            5.40715             1.0                 
393       0.84470             2.28354             107.01233           2.20134             1.0                 
394       0.79484             2.21574             15.96761            6.45838             1.0                 
395       0.86135             2.11553             23.57058            2.04825             1.0                 
396       0.87833             2.33106             109.87044           2.62630             1.0                 
397       0.83192             2.21961             52.23807            3.36893             1.0                 
398       0.90883             1.70842             25.88882            1.87357             1.0                 
399       0.89797             1.83372             18.24863            1.48743             1.0                 
400       0.53966             4.12952             71.93376            22.24102            1.0                 
401       0.81992             2.02457             58.55392            9.46797             1.0                 
402       0.85245             2.70813             155.24258           4.93760             1.0                 
403       0.82207             2.52248             114.03542           2.96352             1.0                 
404       0.78568             2.49377             77.49481            7.43531             1.0                 
405       0.86014             1.85523             0.97577             5.16064             1.0                 
406       0.90943             2.25029             89.58532            2.67148             1.0                 
