# cycles  fidelity            EL avg              EL var              ||MSE gradient||    ratio accepted samples
55        0.97288             1.57226             0.71435             0.54404             1.0                 
56        0.93618             1.82515             1.33954             0.70436             1.0                 
57        0.96732             1.83967             1.28396             2.54434             1.0                 
58        0.55049             4.98375             20.92440            33.69387            1.0                 
59        0.51093             4.83691             14.10245            29.84441            1.0                 
60        0.95074             1.78563             1.20658             0.47240             1.0                 
61        0.92048             1.79681             1.45510             1.63662             1.0                 
62        0.95881             1.91173             2.49213             2.28690             1.0                 
63        0.97220             1.64794             1.97876             2.30742             1.0                 
64        0.96977             1.85676             2.34615             4.43683             1.0                 
65        0.96820             1.68448             1.86493             2.22667             1.0                 
66        0.96151             1.91900             2.44011             3.61283             1.0                 
67        0.89480             2.25684             2.52843             1.86330             0.999958333333333   
68        0.97272             1.53417             1.63038             0.62085             1.0                 
69        0.94920             2.08790             3.22856             3.57387             1.0                 
70        0.91098             2.21132             3.70361             1.79095             1.0                 
71        0.96063             1.94127             2.99488             2.88001             0.999958333333333   
72        0.72651             2.78996             3.58905             11.00094            1.0                 
73        0.90209             1.80975             1.08292             3.63531             1.0                 
74        0.20880             9.07423             21.07231            32.97155            1.0                 
75        0.88259             2.09790             1.86181             3.52281             1.0                 
76        0.70685             3.44799             4.24051             7.19121             1.0                 
77        0.96223             2.01135             4.96470             4.07826             1.0                 
78        0.97165             1.79987             4.40260             3.36506             1.0                 
79        0.98242             1.37293             1.31274             0.80272             1.0                 
80        0.97054             1.67303             3.39510             2.09953             1.0                 
81        0.94341             1.82085             2.41863             0.83275             1.0                 
82        0.97581             1.68970             3.04040             2.23277             1.0                 
83        0.91258             2.17145             3.40073             1.30196             1.0                 
84        0.90150             1.94150             1.63465             3.80274             1.0                 
85        0.96280             2.20321             8.07699             4.32762             1.0                 
86        0.91689             2.32483             5.00372             3.00418             1.0                 
87        0.97131             1.38261             0.21415             1.64145             1.0                 
88        0.93336             3.30288             13.16999            8.37242             1.0                 
89        0.93203             2.09214             6.00570             4.54505             1.0                 
90        0.86997             2.56865             7.42640             2.88525             1.0                 
91        0.97194             1.99540             5.76463             3.97995             1.0                 
92        0.94796             1.52585             0.68882             3.07053             1.0                 
93        0.96458             1.97596             5.78656             3.45664             1.0                 
94        0.87738             2.57631             7.72746             3.60538             1.0                 
95        0.89817             2.82451             11.40454            3.55993             1.0                 
96        0.91844             2.59727             12.14073            4.30402             1.0                 
97        0.94907             1.99816             4.18364             2.71259             1.0                 
98        0.95291             2.22295             11.26146            4.54370             1.0                 
99        0.89173             2.50892             6.71896             2.66460             1.0                 
100       0.95872             2.21911             8.93821             4.63817             0.999958333333333   
101       0.96808             2.31762             13.03214            5.55402             1.0                 
102       0.79599             2.40376             3.02538             8.61184             1.0                 
103       0.93885             1.71471             2.06262             1.36175             1.0                 
104       0.95007             3.05399             17.75178            9.51281             1.0                 
105       0.66815             4.10093             17.10389            21.84703            1.0                 
106       0.98009             1.70577             7.07821             2.64598             1.0                 
107       0.95981             2.83819             19.77567            7.71539             1.0                 
108       0.97042             1.72052             6.59678             2.71790             1.0                 
109       0.76943             3.08083             11.33050            2.95767             1.0                 
110       0.94650             1.69582             5.31278             1.11809             1.0                 
111       0.95618             2.39371             12.57736            5.86300             1.0                 
112       0.93338             1.97244             7.78769             1.73781             1.0                 
113       0.90616             1.87555             8.16137             2.66343             1.0                 
114       0.96854             1.95263             12.26501            3.73501             1.0                 
115       0.88576             2.24112             8.40438             2.32832             1.0                 
116       0.87888             2.09029             5.32659             3.22455             1.0                 
117       0.69625             7.00213             59.78457            53.42528            1.0                 
118       0.90458             1.72265             2.78020             3.75323             1.0                 
119       0.97547             2.24442             19.92031            5.03413             1.0                 
120       0.96702             2.59638             24.63441            9.32285             1.0                 
121       0.90894             2.51957             15.91633            5.25742             1.0                 
122       0.96429             2.59726             25.44787            6.51099             1.0                 
123       0.86770             1.94928             6.89592             7.12127             0.999958333333333   
124       0.97235             2.30436             20.98306            5.60896             1.0                 
125       0.95330             2.43186             23.21392            5.89849             1.0                 
126       0.85280             1.89207             2.94770             6.21821             1.0                 
127       0.48088             6.61634             33.47878            46.03067            1.0                 
128       0.94738             2.03172             11.49863            3.87776             1.0                 
129       0.92458             2.49893             17.74779            5.22809             1.0                 
130       0.95739             1.85785             9.06518             2.10291             1.0                 
131       0.96954             2.33869             23.18790            5.73483             1.0                 
132       0.95470             2.05757             12.31210            6.18242             1.0                 
133       0.95625             2.52254             29.46461            6.19590             1.0                 
134       0.91051             1.93246             0.34407             2.51634             1.0                 
135       0.96101             1.41489             3.22632             1.43770             1.0                 
136       0.81123             2.58213             10.66965            9.19355             1.0                 
137       0.96055             3.36088             46.44490            10.75480            1.0                 
138       0.97401             2.16476             27.88348            4.74911             1.0                 
139       0.95474             3.06517             40.48102            8.97786             1.0                 
140       0.96172             2.23241             22.22581            5.36134             1.0                 
141       0.95664             3.42267             52.26308            9.54803             1.0                 
142       0.87047             2.00394             7.38062             5.23552             1.0                 
143       0.84243             2.66742             20.45279            3.75382             1.0                 
144       0.86736             2.67779             26.00026            3.32652             1.0                 
145       0.92551             1.90930             10.04223            1.94254             0.999958333333333   
146       0.96916             2.83367             42.27815            8.46293             1.0                 
147       0.95233             3.68675             55.56352            13.85431            1.0                 
148       0.94897             2.22706             24.94581            4.19182             1.0                 
149       0.70998             3.22383             11.27055            15.94929            1.0                 
150       0.87717             2.17505             7.78928             2.21564             0.999958333333333   
151       0.88216             2.68046             30.39539            4.38632             1.0                 
152       0.63481             4.17475             28.15603            7.46718             1.0                 
153       0.70910             2.75160             3.51341             11.56953            1.0                 
154       0.97498             2.55045             45.62274            6.56255             1.0                 
155       0.96655             1.83748             19.64984            2.68574             1.0                 
156       0.95003             2.38796             25.52094            5.73545             1.0                 
157       0.96577             2.12574             28.54814            4.27228             1.0                 
158       0.85111             3.31990             43.07985            9.69117             1.0                 
159       0.95797             2.26766             34.41130            5.53370             1.0                 
160       0.80956             2.82996             25.40133            4.28619             1.0                 
161       0.95198             2.02119             15.62059            2.86277             1.0                 
162       0.89209             2.06131             21.85283            2.37593             1.0                 
163       0.22844             17.69246            140.79811           138.30811           1.0                 
164       0.96468             1.45223             4.44952             1.32590             1.0                 
165       0.90972             1.63030             5.02077             3.12734             1.0                 
166       0.93092             2.43900             35.41248            5.46007             1.0                 
167       0.84777             2.22253             15.19445            2.96439             0.999958333333333   
168       0.93863             2.63268             42.69283            6.80023             1.0                 
169       0.80099             2.16633             12.23019            6.50506             1.0                 
170       0.91919             2.36492             29.75610            3.96968             1.0                 
171       0.79498             2.16322             3.35443             9.48346             1.0                 
172       0.61466             3.61519             12.86170            11.93998            1.0                 
173       0.73555             3.00975             6.41338             3.32108             1.0                 
174       0.92081             1.80173             11.93759            1.24533             0.999958333333333   
175       0.92699             1.90900             16.83150            1.02852             1.0                 
176       0.91263             3.59179             74.05749            11.60228            1.0                 
177       0.90902             1.98789             17.36423            1.03602             1.0                 
178       0.98050             2.10666             43.04196            5.07753             1.0                 
179       0.75168             2.19393             5.32172             8.35214             1.0                 
180       0.86680             2.01255             0.70424             3.68659             1.0                 
181       0.84587             3.73353             72.66308            10.07175            1.0                 
182       0.68332             4.34287             44.54515            46.34946            0.999958333333333   
183       0.74479             2.47029             2.25966             10.30890            1.0                 
184       0.76243             3.17275             27.95060            25.79255            1.0                 
185       0.92803             2.13020             33.14801            3.57817             1.0                 
186       0.76067             2.62697             3.49525             11.96999            0.999958333333333   
187       0.94728             2.92190             69.14365            9.71130             1.0                 
188       0.87079             1.95190             6.57341             3.99918             1.0                 
189       0.92794             2.02429             33.31628            3.01345             1.0                 
190       0.97951             1.30639             4.43321             1.16600             1.0                 
191       0.88333             2.08935             21.80396            2.02357             1.0                 
192       0.96558             1.43064             6.51175             1.25446             1.0                 
193       0.97132             2.11205             54.53044            4.68153             1.0                 
194       0.94339             2.82983             67.58334            8.59403             0.999958333333333   
195       0.94036             1.62322             5.04983             2.24077             1.0                 
196       0.94533             3.14712             83.55804            10.03885            1.0                 
197       0.96175             2.87267             65.50161            9.74596             1.0                 
198       0.92587             2.70959             56.44984            7.33884             1.0                 
199       0.83329             2.40184             23.68949            4.51043             1.0                 
200       0.96132             2.29502             57.83192            5.98505             0.999958333333333   
201       0.91518             2.70151             66.18855            6.78792             1.0                 
202       0.94030             2.33738             51.26482            4.98031             1.0                 
203       0.97023             1.88771             42.74115            4.32441             0.999958333333333   
204       0.96853             1.73462             42.11376            2.96727             1.0                 
205       0.89770             1.91571             7.81770             1.66605             1.0                 
206       0.94453             2.37538             49.56152            6.73223             1.0                 
207       0.89601             2.94875             80.82065            7.97800             0.999958333333333   
208       0.81786             2.75784             42.17486            4.12605             1.0                 
209       0.67610             2.90489             22.14123            8.53529             1.0                 
210       0.87530             2.22527             0.82866             4.70577             1.0                 
211       0.97430             1.93518             55.05756            3.86414             1.0                 
212       0.92571             2.60180             52.10954            7.43061             1.0                 
213       0.91295             2.05599             31.76513            2.11540             1.0                 
214       0.91194             2.20462             38.26758            2.85567             0.999958333333333   
215       0.95174             1.60308             27.87589            4.40863             1.0                 
216       0.87610             1.78697             6.83370             4.30717             1.0                 
217       0.93160             2.31187             58.44164            4.23779             1.0                 
218       0.90567             2.61605             66.50839            6.15235             0.999958333333333   
219       0.90088             2.72913             69.20218            8.70246             1.0                 
220       0.92617             3.12423             101.62008           11.53549            1.0                 
221       0.90606             2.85657             88.96552            6.42442             1.0                 
222       0.88202             2.25250             26.55724            4.41009             1.0                 
223       0.94069             2.13830             47.73092            3.96686             1.0                 
224       0.89539             1.92984             33.26250            4.69613             1.0                 
225       0.69552             2.65345             20.23799            8.46980             1.0                 
226       0.94547             1.56173             22.51952            0.84889             1.0                 
227       0.92454             1.41235             15.59962            2.16776             0.999958333333333   
228       0.94801             1.67841             6.70748             1.36949             1.0                 
229       0.89798             1.93125             6.19357             1.68735             1.0                 
230       0.82924             1.93359             2.66052             8.24709             1.0                 
231       0.86250             2.30390             38.71518            1.99283             1.0                 
232       0.95027             2.49863             78.72303            6.61358             1.0                 
233       0.88644             2.01733             0.32082             2.20759             1.0                 
234       0.77391             2.16127             1.67798             8.44271             0.999958333333333   
235       0.78736             3.21263             79.66453            5.93374             1.0                 
236       0.93485             2.11649             49.13040            5.70330             1.0                 
237       0.72332             2.64498             20.74108            6.25982             0.999958333333333   
238       0.90810             2.18824             47.32978            3.15182             1.0                 
239       0.63132             3.08765             2.98783             16.70856            1.0                 
240       0.73661             2.68433             1.71147             7.98006             1.0                 
241       0.93317             1.83355             39.94835            1.67164             1.0                 
242       0.70200             2.63660             4.27533             12.75332            1.0                 
243       0.73275             2.81728             29.51306            7.63343             0.999958333333333   
244       0.75063             2.52823             16.56979            5.47962             1.0                 
245       0.84346             3.12262             85.77849            9.11642             1.0                 
246       0.94250             2.29917             60.84252            4.56731             1.0                 
247       0.92321             1.88701             16.97239            1.03379             1.0                 
248       0.74970             2.29455             29.81654            3.71962             0.999958333333333   
249       0.84893             1.94761             7.51305             5.22107             1.0                 
250       0.82522             2.33293             0.91914             5.50724             1.0                 
251       0.93854             1.67559             6.38686             1.32400             1.0                 
252       0.90265             2.09916             48.50939            2.00124             1.0                 
253       0.90901             2.52256             78.71655            4.81994             1.0                 
254       0.93755             1.95965             65.82144            2.21996             1.0                 
255       0.94829             2.55052             82.12630            7.18730             1.0                 
256       0.93552             1.83989             21.72631            1.33669             1.0                 
257       0.97159             2.95354             169.74097           9.44266             0.999958333333333   
258       0.86292             2.10483             7.11059             2.91357             0.999958333333333   
259       0.93427             2.31936             89.44638            4.94459             1.0                 
260       0.88539             2.14340             19.52650            2.34686             1.0                 
261       0.90395             1.69080             1.02393             2.58034             1.0                 
262       0.75347             2.79765             50.03256            6.62481             1.0                 
263       0.87741             1.75871             22.75024            2.52444             1.0                 
264       0.97095             3.13662             189.86745           11.89686            0.999958333333333   
265       0.91220             2.23140             54.78730            3.76925             1.0                 
266       0.96930             3.24822             202.58465           10.40050            1.0                 
267       0.94905             2.18665             83.32564            4.55410             0.999916666666667   
268       0.94986             3.39170             200.32665           12.01493            1.0                 
269       0.93788             1.59991             25.77278            1.31443             0.999958333333333   
270       0.92962             1.91476             54.36995            2.13721             0.999958333333333   
271       0.95254             1.82074             40.57771            1.78166             1.0                 
272       0.92523             2.53371             115.69651           6.42347             1.0                 
273       0.89743             2.70306             138.48139           6.44888             1.0                 
274       0.88211             2.40765             76.85080            4.84100             1.0                 
275       0.85274             1.97558             4.95489             5.23397             1.0                 
276       0.77409             2.20899             12.01907            11.25629            0.999916666666667   
277       0.87294             2.51219             85.92212            5.68395             0.999958333333333   
278       0.91303             1.93111             49.47221            1.26738             1.0                 
279       0.92824             2.20729             80.96757            5.72958             1.0                 
280       0.82953             2.45585             37.99410            2.55402             1.0                 
281       0.69935             3.32188             72.26275            12.93304            1.0                 
282       0.80393             2.29620             46.49850            2.49827             1.0                 
283       0.88237             1.91959             6.94166             2.44997             1.0                 
284       0.89654             1.67282             4.75394             2.91326             1.0                 
285       0.60274             3.32989             3.84310             20.04099            1.0                 
286       0.95438             2.76880             155.19539           9.08818             1.0                 
287       0.96120             3.44530             229.38150           12.43815            1.0                 
288       0.77719             4.18490             245.65859           16.61472            1.0                 
289       0.89533             2.98292             132.21725           10.89134            1.0                 
290       0.85138             2.50957             85.76587            3.99335             1.0                 
291       0.84497             2.20984             44.67049            1.41329             1.0                 
292       0.86770             2.31920             88.21600            3.19595             1.0                 
293       0.84542             2.35173             35.82114            2.91069             1.0                 
294       0.83732             1.98792             0.72634             4.99129             1.0                 
295       0.96287             2.34629             191.18949           7.21668             0.999958333333333   
296       0.91688             2.35351             86.16689            6.13377             0.999958333333333   
297       0.84057             1.66289             2.95423             5.62217             1.0                 
298       0.83828             2.38244             69.12280            2.67757             0.999958333333333   
299       0.87247             3.01254             191.41132           9.85607             1.0                 
300       0.93763             1.90123             57.48971            2.22760             1.0                 
301       0.88822             2.46465             97.14580            4.98933             0.999958333333333   
302       0.84828             2.18469             0.65303             3.35558             1.0                 
303       0.90993             1.62404             29.57044            2.06963             1.0                 
304       0.90144             2.26566             95.93666            4.73598             1.0                 
305       0.70338             3.74425             173.82683           11.40719            1.0                 
306       0.80757             2.22897             83.25522            3.57563             0.999958333333333   
307       0.72423             3.77786             122.56410           8.36464             1.0                 
308       0.66593             4.39968             240.82806           15.93397            1.0                 
309       0.73840             2.31271             14.73141            8.93376             1.0                 
310       0.81088             2.06390             8.78920             4.36427             1.0                 
311       0.46062             4.58221             4.87774             15.29482            1.0                 
312       0.49019             4.00668             33.17534            28.42146            0.999958333333333   
313       0.73961             2.59354             37.92875            9.00102             1.0                 
314       0.83432             2.29501             31.62956            1.20064             1.0                 
315       0.83721             1.79382             1.14104             5.35574             1.0                 
316       0.77614             2.14996             19.60164            7.39631             0.999958333333333   
317       0.89893             2.65848             124.06987           8.16855             1.0                 
318       0.58663             3.55206             6.67800             23.82225            1.0                 
319       0.91930             2.67051             146.79692           7.97576             1.0                 
320       0.85181             2.62870             163.45326           5.97879             0.999958333333333   
321       0.84976             2.32648             90.94683            2.44386             0.999958333333333   
322       0.88716             2.52626             142.92754           6.20923             1.0                 
323       0.68942             2.89479             2.44909             9.07281             1.0                 
324       0.92969             1.87932             73.49567            2.65499             1.0                 
325       0.88882             4.32195             394.17095           20.73052            1.0                 
326       0.76303             2.15686             11.93558            5.80529             1.0                 
327       0.87815             1.54033             12.85283            3.90527             1.0                 
328       0.75829             2.97233             8.27689             24.01225            1.0                 
329       0.81431             3.79234             242.10248           16.26855            1.0                 
330       0.82105             2.04642             29.55319            1.91070             1.0                 
331       0.79675             3.81439             299.02815           14.96899            1.0                 
332       0.90602             3.17573             254.61105           11.25454            1.0                 
333       0.85082             1.63151             0.99300             3.98217             1.0                 
334       0.90546             2.27160             114.60261           3.08670             1.0                 
335       0.76425             2.23071             15.49569            6.32920             1.0                 
336       0.91794             2.13104             87.12813            3.47104             1.0                 
337       0.78967             1.81941             7.43551             7.63292             1.0                 
338       0.58794             3.06078             48.16804            7.68171             1.0                 
339       0.86765             2.27069             56.83883            1.84257             1.0                 
340       0.83742             2.01033             0.52017             3.10072             1.0                 
341       0.90328             2.10861             90.21324            4.66112             1.0                 
342       0.81259             1.91003             0.60459             4.38631             1.0                 
343       0.63685             2.62849             1.74023             8.48314             1.0                 
344       0.84082             2.02141             0.63555             3.89216             1.0                 
345       0.93412             1.98455             83.34263            4.50445             1.0                 
346       0.77594             2.19163             0.79804             4.40428             1.0                 
347       0.76293             2.69341             84.14424            2.81308             1.0                 
348       0.86638             1.71534             5.70484             3.06195             1.0                 
349       0.83570             2.14696             92.81696            2.29928             1.0                 
350       0.49530             4.08939             6.48369             15.51554            1.0                 
351       0.80445             4.31606             402.29843           15.99710            1.0                 
352       0.91089             3.09749             256.62490           11.02229            1.0                 
353       0.86784             2.89289             162.01223           8.47710             0.999958333333333   
354       0.88323             2.21164             54.89970            1.79520             1.0                 
355       0.74275             2.34722             1.64553             7.51610             1.0                 
356       0.90608             2.35465             153.15793           5.13131             1.0                 
357       0.85068             2.52334             125.73725           4.29558             0.999958333333333   
358       0.82995             1.77370             3.19570             3.70592             0.999958333333333   
359       0.84730             2.63005             141.25985           6.66045             1.0                 
360       0.88452             1.70973             16.20757            2.89515             0.999958333333333   
361       0.59094             3.13487             2.84953             11.04438            1.0                 
362       0.81494             2.02836             0.83835             4.82586             0.999916666666667   
363       0.77781             2.23935             29.42155            4.18371             1.0                 
364       0.80040             1.93133             59.87164            4.17010             0.999958333333333   
365       0.68947             3.68042             135.29740           17.75854            1.0                 
366       0.88262             2.07926             94.36976            3.11392             1.0                 
367       0.69312             2.80353             2.84725             10.30099            1.0                 
368       0.84907             2.02893             115.29098           3.61401             1.0                 
369       0.70067             3.43912             207.03319           4.06036             0.999958333333333   
370       0.69699             2.66246             29.90667            12.63448            1.0                 
371       0.91289             3.00811             275.28464           12.32279            1.0                 
372       0.89716             1.61582             68.54770            2.25080             1.0                 
373       0.81066             2.39769             100.85313           3.26678             1.0                 
374       0.89896             1.63089             61.39872            1.88305             1.0                 
375       0.50666             3.85520             29.71231            18.38801            1.0                 
376       0.84160             2.01258             41.59834            3.46622             1.0                 
377       0.79484             2.34221             47.75946            3.35087             1.0                 
378       0.90713             2.06774             0.26859             2.09820             1.0                 
379       0.90691             1.79421             0.37991             2.13749             0.999958333333333   
380       0.93372             2.80553             296.83845           9.10864             1.0                 
381       0.92811             2.04789             99.99705            2.58556             1.0                 
382       0.86912             2.26547             134.06945           2.71415             1.0                 
383       0.92794             1.95560             131.28558           2.54052             0.999958333333333   
384       0.88833             1.68368             38.24424            3.66890             1.0                 
385       0.77718             2.16939             39.26293            10.24694            1.0                 
386       0.86972             2.50875             138.01669           3.97958             1.0                 
387       0.83044             3.85013             410.57585           17.80871            1.0                 
388       0.92586             2.27204             214.36524           4.85914             0.999958333333333   
389       0.92866             1.77093             154.43383           2.18651             0.999958333333333   
390       0.90047             1.73665             9.88371             1.80997             1.0                 
391       0.89400             2.16168             117.72850           3.50200             1.0                 
392       0.90137             1.67977             44.43610            1.97177             1.0                 
393       0.76450             3.02796             202.98858           6.67596             0.999958333333333   
394       0.93740             1.97415             59.01281            2.17656             1.0                 
395       0.93511             1.87483             0.08505             0.91537             1.0                 
396       0.87005             1.73604             0.55426             2.97792             1.0                 
397       0.88874             2.06361             149.91218           3.65451             1.0                 
398       0.82446             1.97021             32.88300            3.07384             1.0                 
399       0.73178             2.48746             2.94575             11.13380            1.0                 
400       0.93804             2.36710             171.37772           5.51830             0.999958333333333   
401       0.87327             2.03953             55.76836            6.20570             1.0                 
402       0.84452             2.23879             111.24188           1.62034             1.0                 
403       0.84091             2.39521             125.29024           3.47149             1.0                 
404       0.90689             2.40216             178.28653           6.86946             1.0                 
405       0.90299             1.67863             4.54938             2.10335             1.0                 
406       0.58660             5.76199             28.03269            38.86645            1.0                 
