# cycles  fidelity            EL avg              EL var              ||MSE gradient||    ratio accepted samples
58        0.93447             2.05632             2.06343             2.12982             0.9999875           
59        0.90205             2.24087             2.66184             1.26352             1.0                 
60        0.95169             1.91045             2.56634             3.12613             0.999975            
61        0.87855             2.55897             3.68844             3.63850             0.9999875           
62        0.93759             2.11647             2.62507             2.55380             1.0                 
63        0.94116             2.11175             3.11768             3.86904             0.9999875           
64        0.93366             2.16920             3.37541             3.56386             1.0                 
65        0.93006             2.38677             4.48387             4.21633             1.0                 
66        0.93852             2.10639             3.41953             2.63195             1.0                 
67        0.88026             2.42532             5.79377             6.22676             0.9999875           
68        0.94850             2.10628             4.29086             4.20549             1.0                 
69        0.54427             15.27795            310.95755           290.37004           1.0                 
70        0.95289             1.98552             4.06105             3.41983             0.9999875           
71        0.94863             2.10678             4.38154             4.55818             0.999975            
72        0.82926             2.79498             8.40517             8.98218             1.0                 
73        0.93686             2.32741             5.54509             4.81233             0.9999875           
74        0.88618             2.37132             4.87082             3.79306             1.0                 
75        0.95779             1.98548             5.00418             4.07529             0.9999875           
76        0.95776             1.99020             4.65721             3.65320             1.0                 
77        0.92518             2.93396             8.41145             5.86815             0.9999875           
78        0.96136             1.88228             4.55962             3.49018             1.0                 
79        0.95211             2.13518             5.71579             4.45124             0.9999875           
80        0.95387             2.07981             5.87289             4.10476             0.9999875           
81        0.95091             2.16595             6.40665             4.04410             1.0                 
82        0.94837             2.23327             7.45023             4.74633             1.0                 
83        0.96006             1.97167             5.57229             4.20625             0.9999875           
84        0.95330             2.21663             7.51122             5.34326             0.9999875           
85        0.95709             2.07887             6.74202             4.30530             0.9999875           
86        0.95794             1.81970             4.42325             2.37857             0.999975            
87        0.95139             2.16842             8.05033             5.05174             1.0                 
88        0.87851             2.84035             9.28292             4.70274             1.0                 
89        0.94317             2.34295             9.05721             5.19871             1.0                 
90        0.94964             2.36678             9.60209             5.45129             1.0                 
91        0.88315             2.89033             11.40413            4.58019             1.0                 
92        0.94942             2.40198             10.22576            5.55485             0.9999875           
93        0.93128             2.49668             10.34336            4.83075             1.0                 
94        0.87324             3.37862             15.71707            5.85256             1.0                 
95        0.94290             2.52606             11.32162            5.25699             0.9999875           
96        0.95703             2.23673             11.70691            4.86320             0.9999875           
97        0.95508             2.22853             10.30924            4.89219             0.9999875           
98        0.88407             2.64531             11.04740            3.48295             1.0                 
99        0.96465             2.01323             9.72368             4.12145             0.999975            
100       0.96226             2.17775             11.74051            5.03549             1.0                 
101       0.93999             2.53664             13.08395            5.76990             0.9999875           
102       0.92907             2.55576             14.29286            5.66580             1.0                 
103       0.96565             2.20366             12.13004            5.48279             1.0                 
104       0.95215             2.72270             17.89085            6.86910             0.9999875           
105       0.95936             2.34353             14.35475            5.83217             0.9999625           
106       0.95312             2.29067             13.95539            5.03737             1.0                 
107       0.95243             2.35896             13.78403            5.45691             1.0                 
108       0.96276             2.05888             11.54530            4.02219             1.0                 
109       0.95364             2.19682             12.82767            4.43024             1.0                 
110       0.94532             2.76806             19.59228            7.45862             1.0                 
111       0.94570             2.65947             18.87481            6.92370             1.0                 
112       0.96081             2.44311             17.32641            6.38246             1.0                 
113       0.74085             3.76588             20.93247            20.74071            0.9999875           
114       0.93662             2.78768             21.35099            6.84032             0.9999875           
115       0.93686             2.11585             11.32157            3.25802             1.0                 
116       0.95340             2.62218             20.40443            7.06193             1.0                 
117       0.96530             1.96251             10.86321            3.03568             0.9999875           
118       0.95692             2.05966             12.77866            3.78673             0.9999875           
119       0.94498             2.70375             22.02608            6.95902             0.9999875           
120       0.94824             2.59647             21.53934            6.80549             1.0                 
121       0.93801             2.57303             20.03213            5.78485             1.0                 
122       0.67213             5.72632             48.12262            45.97819            1.0                 
123       0.88655             2.67606             18.45768            3.46432             1.0                 
124       0.69149             5.25553             40.00595            38.66525            0.9999875           
125       0.95986             2.40988             20.44003            6.48448             1.0                 
126       0.93024             2.83399             26.74025            6.61745             1.0                 
127       0.94370             2.62721             23.56900            6.99224             1.0                 
128       0.96167             2.66062             29.16374            7.33015             1.0                 
129       0.96236             2.23920             20.22158            5.30094             0.9999875           
130       0.94944             2.78766             30.40609            9.48454             0.9999875           
131       0.94444             2.42245             21.73945            4.95569             1.0                 
132       0.94260             2.88277             30.83268            8.25044             0.9999875           
133       0.93796             2.24321             15.11300            3.36910             1.0                 
134       0.95331             2.25878             19.03007            4.91550             0.9999875           
135       0.94901             2.67343             28.78066            7.35699             0.9999875           
136       0.94534             2.38885             25.37885            5.38498             1.0                 
137       0.97243             2.15274             21.73817            5.48971             1.0                 
138       0.95818             2.17120             18.91808            4.26644             1.0                 
139       0.75642             6.85897             115.29146           92.92436            0.9999875           
140       0.94093             1.89550             12.04552            3.02499             0.9999875           
141       0.96050             2.25251             26.10063            5.11403             1.0                 
142       0.95852             2.55271             31.01693            7.27105             1.0                 
143       0.94255             1.82193             12.52709            1.47838             1.0                 
144       0.94580             2.38947             28.05097            5.71911             0.9999625           
145       0.96193             2.73114             39.59816            7.55511             1.0                 
146       0.94788             2.75186             34.10394            7.72414             1.0                 
147       0.92923             2.20978             17.40627            2.46356             0.9999875           
148       0.96024             2.82910             39.10487            9.06477             0.9999875           
149       0.95792             2.33186             27.00885            5.83039             1.0                 
150       0.87268             3.03838             34.84574            3.26129             1.0                 
151       0.92937             2.43708             26.85299            4.63791             1.0                 
152       0.92374             2.32725             21.84354            3.39117             0.999975            
153       0.94262             2.16358             18.49467            3.18920             1.0                 
154       0.93593             3.17612             51.34446            8.88322             0.9999875           
155       0.81402             2.76818             20.15539            15.06841            1.0                 
156       0.92287             3.79399             67.09085            11.41029            0.9999875           
157       0.95043             2.33670             33.37523            5.05854             1.0                 
158       0.93987             2.55449             34.67083            6.47391             0.9999875           
159       0.96811             1.59402             10.86642            0.70087             1.0                 
160       0.94417             2.26354             27.28833            4.39738             0.9999875           
161       0.93391             2.53143             35.09014            5.90455             0.999975            
162       0.95508             2.74817             49.85125            8.40472             1.0                 
163       0.88175             2.20228             14.94126            3.13347             1.0                 
164       0.87734             3.38080             53.80612            7.35719             1.0                 
165       0.95449             2.73313             49.72235            8.37180             1.0                 
166       0.88437             2.36748             20.97002            1.95656             1.0                 
167       0.96095             2.72053             48.36925            8.32858             1.0                 
168       0.30867             19.04270            231.55443           207.33967           1.0                 
169       0.90990             2.21756             29.62929            2.02502             1.0                 
170       0.95066             2.37652             35.35953            5.87298             0.999975            
171       0.94177             2.67477             43.93636            7.31205             1.0                 
172       0.88070             3.63189             65.70562            5.43107             0.9999875           
173       0.94209             2.53645             45.47515            6.73701             0.999975            
174       0.96058             2.42500             45.01514            7.15275             0.9999875           
175       0.96486             2.40878             44.50330            6.56554             0.9999875           
176       0.95964             2.98471             67.22358            9.60370             1.0                 
177       0.93541             2.19118             38.29699            4.39937             0.9999875           
178       0.94189             2.82422             56.91337            8.65532             1.0                 
179       0.95976             2.61198             51.46478            7.67287             1.0                 
180       0.92328             2.41042             33.67891            4.79465             0.999975            
181       0.85750             2.30171             20.93655            4.60502             1.0                 
182       0.91728             2.65799             43.30897            7.01560             0.9999875           
183       0.95728             2.09998             31.03828            4.81419             0.999975            
184       0.91734             2.43017             39.20557            4.71553             1.0                 
185       0.88889             2.44092             32.75688            3.03761             0.999975            
186       0.81662             3.04406             42.56875            6.23022             1.0                 
187       0.90803             2.25503             35.36273            3.30055             1.0                 
188       0.93672             2.34271             51.72640            5.29224             0.999975            
189       0.92665             2.33637             40.28587            4.39142             1.0                 
190       0.93749             2.64685             63.18738            7.40767             1.0                 
191       0.92626             1.78857             18.99269            2.47140             1.0                 
192       0.77834             3.36712             44.57512            7.14765             0.9999875           
193       0.85237             2.02429             12.04622            5.87278             0.9999875           
194       0.88061             2.33749             31.48473            1.54552             1.0                 
195       0.92242             2.61328             59.96017            5.52390             1.0                 
196       0.86756             2.93981             54.82348            5.83033             0.9999875           
197       0.76357             3.36713             47.74284            7.82882             1.0                 
198       0.90216             2.62313             52.63793            5.00360             0.9999875           
199       0.90346             3.01554             71.66901            9.15857             0.9999875           
200       0.91645             2.74014             58.10163            5.57367             1.0                 
201       0.93029             2.77995             68.85999            8.20662             1.0                 
202       0.93810             2.28042             47.06189            5.44062             1.0                 
203       0.88796             1.99291             20.76525            3.25310             0.999975            
204       0.88924             2.61685             52.78402            3.43852             0.999975            
205       0.89593             2.51989             47.55716            4.10197             1.0                 
206       0.89867             2.31659             36.83874            2.99693             0.9999875           
207       0.90292             2.62315             56.99624            5.68895             0.9999875           
208       0.91557             2.34119             51.07266            4.86160             0.9999875           
209       0.93032             2.24786             52.32032            3.93720             1.0                 
210       0.90506             2.87435             75.96420            7.80782             0.9999875           
211       0.91395             2.64205             66.48338            6.26220             1.0                 
212       0.90579             2.85533             68.11623            6.21854             0.9999875           
213       0.93986             2.47230             60.47987            5.62352             1.0                 
214       0.90147             2.04283             29.39025            1.70832             0.9999875           
215       0.87717             2.29615             39.43753            1.98237             1.0                 
216       0.84241             3.16639             61.65961            17.92563            1.0                 
217       0.78432             3.03359             46.62573            3.69940             0.9999875           
218       0.90440             2.17688             37.21999            2.84383             1.0                 
219       0.88365             2.00982             22.30202            3.28651             0.9999875           
220       0.82652             2.87209             54.18455            4.70248             1.0                 
221       0.81287             3.24866             72.22064            7.44610             1.0                 
222       0.75636             3.30106             49.33815            10.96154            1.0                 
223       0.89746             2.52951             60.50299            4.89658             1.0                 
224       0.95540             2.88936             112.76283           8.83556             1.0                 
225       0.91501             2.83299             83.77472            8.12125             0.9999875           
226       0.91104             2.11643             41.71207            2.43894             1.0                 
227       0.82771             2.13070             15.11509            5.85108             0.9999875           
228       0.91293             2.82367             85.42453            7.16281             0.9999875           
229       0.77827             3.11884             52.44213            4.84290             1.0                 
230       0.92165             2.34209             75.00995            5.01851             1.0                 
231       0.90130             2.13774             58.02070            1.61808             0.999975            
232       0.92737             2.44098             63.08415            4.89476             0.9999875           
233       0.94702             2.67848             96.17992            8.42045             1.0                 
234       0.89047             2.72673             70.49829            6.34407             0.9999625           
235       0.88243             2.59500             61.47859            3.98934             0.9999875           
236       0.92455             2.93234             98.27209            9.02812             1.0                 
237       0.89533             2.78810             91.65684            6.87500             1.0                 
238       0.93272             2.10295             70.17898            3.22681             0.9999875           
239       0.89061             2.23654             52.09516            2.46644             0.999975            
240       0.92640             2.12478             52.00902            3.13469             0.9999625           
241       0.93339             2.10046             53.13844            2.80187             1.0                 
242       0.90280             2.00121             25.48359            1.60728             1.0                 
243       0.82270             2.64954             44.77173            3.75574             0.9999875           
244       0.87935             2.62079             63.76552            5.21810             0.9999875           
245       0.86544             2.71553             84.87172            4.77538             0.9999875           
246       0.84962             3.58602             129.61992           9.39821             0.9999875           
247       0.87702             2.91259             93.77058            6.14175             1.0                 
248       0.92136             1.88201             34.87549            1.24314             1.0                 
249       0.91350             2.06451             42.97489            2.89316             0.9999875           
250       0.93772             3.61744             193.21750           12.47721            0.9999875           
251       0.83279             2.22372             32.10938            1.78278             0.999975            
252       0.93116             2.56576             93.72144            5.98718             0.9999875           
253       0.91681             2.18705             54.81054            3.66190             1.0                 
254       0.85571             2.22526             17.49236            3.13611             0.9999875           
255       0.79901             2.58120             51.07664            4.97990             0.9999875           
256       0.82340             2.38563             25.83766            9.91667             1.0                 
257       0.89881             2.46106             84.13181            4.88096             1.0                 
258       0.89376             2.74345             94.90576            6.38293             0.9999875           
259       0.88707             2.49521             82.36475            2.90831             0.9999875           
260       0.80425             2.59099             49.26613            3.95732             1.0                 
261       0.93738             2.56271             106.25100           6.38876             1.0                 
262       0.82026             2.42116             41.48625            3.34976             0.9999875           
263       0.89495             2.38072             79.04741            3.09561             1.0                 
264       0.82297             2.44719             44.38483            2.37396             1.0                 
265       0.83384             2.78808             96.87337            3.07346             1.0                 
266       0.91044             2.41941             77.75313            4.56906             1.0                 
267       0.83488             2.32393             35.29216            5.87400             1.0                 
268       0.85944             2.32109             31.60967            8.93808             1.0                 
269       0.85347             3.00244             102.54681           7.52354             0.9999875           
270       0.89321             2.41254             89.51138            4.11049             0.9999625           
271       0.87559             2.41568             66.72440            3.49559             0.999975            
272       0.69557             4.51250             72.07712            34.75069            0.9999875           
273       0.83058             2.75815             89.27364            3.96923             0.9999875           
274       0.85490             2.48331             67.70045            2.80369             1.0                 
275       0.77150             3.21593             95.47348            6.31435             1.0                 
276       0.85096             3.19502             134.03127           8.61820             1.0                 
277       0.70876             4.81723             63.29296            46.16733            0.9999875           
278       0.01785             83.78394            1523.45853          700.77784           1.0                 
279       0.87804             2.40378             67.76942            2.47550             1.0                 
280       0.87722             2.53528             94.22476            4.22882             1.0                 
281       0.89190             2.62391             109.70652           5.44483             0.9999875           
282       0.92066             2.44401             108.57210           5.06766             1.0                 
283       0.85056             2.23137             32.50418            5.74354             1.0                 
284       0.92547             1.66131             30.37518            2.13633             1.0                 
285       0.87389             2.81247             107.06857           5.61915             0.9999875           
286       0.90279             2.81065             123.10288           8.20187             0.9999875           
287       0.95296             2.63074             150.19354           7.70479             1.0                 
288       0.92801             3.40779             206.45104           10.00976            0.9999875           
289       0.91119             3.19535             162.18508           11.92123            1.0                 
290       0.91449             2.42416             100.81107           4.58217             0.999975            
291       0.94715             2.50139             120.71870           6.26126             1.0                 
292       0.92369             2.36929             103.67131           3.77433             0.9999625           
293       0.92048             2.20148             73.74575            3.44316             1.0                 
294       0.94181             2.62288             129.01315           7.67137             0.9999875           
295       0.92416             2.09799             72.87781            2.60912             1.0                 
296       0.88988             2.72544             114.33825           3.23355             1.0                 
297       0.91084             2.98213             180.44624           8.29076             1.0                 
298       0.84616             2.73629             84.95772            9.52224             1.0                 
299       0.87114             2.55213             89.14438            2.26566             1.0                 
300       0.92392             4.52738             344.89411           22.18068            1.0                 
301       0.94367             2.52627             138.83306           6.47921             0.9999875           
302       0.88795             2.32794             105.34938           2.33288             0.999975            
303       0.92581             2.40213             114.50509           5.75328             1.0                 
304       0.87246             2.32900             73.21234            2.22411             0.9999875           
305       0.81695             3.60146             180.48993           10.14973            1.0                 
306       0.94519             2.43277             112.69489           6.42953             0.9999875           
307       0.86261             2.47445             51.90507            7.42631             1.0                 
308       0.87043             3.29508             193.22209           7.52334             1.0                 
309       0.94410             2.44496             124.98634           6.24848             1.0                 
310       0.94670             2.55083             156.40509           7.20915             1.0                 
311       0.84651             2.57896             100.99037           2.90090             1.0                 
312       0.88528             2.69134             129.39223           3.22359             1.0                 
313       0.93042             2.82975             193.29610           8.27310             0.999975            
314       0.87824             2.75137             134.60024           3.97821             1.0                 
315       0.80990             2.46668             58.15615            8.48428             0.9999875           
316       0.85169             3.07432             145.57178           7.26353             1.0                 
317       0.93897             2.47846             160.46809           5.64621             1.0                 
318       0.90599             2.94749             162.54576           8.40192             1.0                 
319       0.88391             2.27530             100.55138           2.13149             0.9999875           
320       0.87018             3.19341             213.42645           6.37479             1.0                 
321       0.92456             2.05230             64.11129            2.14260             1.0                 
322       0.83422             2.61388             71.12488            3.39892             0.9999875           
323       0.87763             2.54994             152.93931           3.44579             1.0                 
324       0.86558             3.13267             205.32964           5.41955             0.9999875           
325       0.86385             2.09004             64.32388            3.25649             1.0                 
326       0.85174             2.93918             142.70123           5.42264             1.0                 
327       0.84780             2.34755             78.16045            2.26876             1.0                 
328       0.90498             2.51912             123.08581           5.49319             1.0                 
329       0.80468             2.67028             46.08220            9.31804             0.9999875           
330       0.92374             2.38771             108.18708           4.85690             1.0                 
331       0.52015             9.13979             172.81667           100.50765           1.0                 
332       0.84216             3.95306             299.37086           14.49108            1.0                 
333       0.79796             3.03659             141.49755           3.36790             0.9999875           
334       0.86418             2.79456             169.92156           5.46086             0.9999875           
335       0.80665             2.13823             11.03297            6.90290             1.0                 
336       0.79332             2.59590             80.90324            3.60430             0.999975            
337       0.91443             2.24253             117.38426           3.45726             0.9999875           
338       0.89666             2.07289             82.53853            1.48402             1.0                 
339       0.83429             2.71316             112.29713           7.91383             1.0                 
340       0.86839             2.65828             140.17537           4.09834             1.0                 
341       0.77342             2.83480             80.54955            9.27046             0.9999875           
342       0.88583             2.49543             135.69121           5.22929             0.9999875           
343       0.82856             2.40860             88.12367            2.67346             1.0                 
344       0.87652             2.71072             144.85508           4.85499             1.0                 
345       0.93588             2.14757             128.39861           3.45769             0.9999625           
346       0.79327             2.42421             62.88892            5.52729             0.9999875           
347       0.86110             2.06583             58.06995            5.33039             1.0                 
348       0.94723             1.80618             60.59730            1.60115             0.9999875           
349       0.86073             3.10674             211.07920           9.22671             0.9999875           
350       0.68861             3.61915             78.20159            29.49898            1.0                 
351       0.87405             2.26401             119.04459           2.33100             1.0                 
352       0.86084             2.05867             50.28252            1.78916             0.9999875           
353       0.92447             2.12853             118.96133           3.42296             1.0                 
354       0.77322             4.17936             282.91449           12.78130            1.0                 
355       0.81434             2.73302             129.22485           7.75156             0.9999875           
356       0.83373             2.72644             167.86080           6.72159             1.0                 
357       0.88890             1.95146             49.17488            1.86979             1.0                 
358       0.83051             2.57843             105.25448           7.65464             0.9999875           
359       0.88501             2.05437             29.38212            2.17857             0.999975            
360       0.77352             3.79333             272.03622           6.56546             0.9999875           
361       0.94352             2.60075             234.90103           7.69554             1.0                 
362       0.88807             2.61575             155.20256           5.12279             0.9999875           
363       0.89722             2.22871             86.65576            3.20419             1.0                 
364       0.82935             2.70545             126.96051           7.38118             0.9999875           
365       0.92590             2.93697             231.41250           8.57456             1.0                 
366       0.73271             4.01456             133.88881           35.75980            1.0                 
367       0.86535             3.18767             268.70690           7.03570             1.0                 
368       0.88147             2.06546             78.00099            2.94988             0.9999875           
369       0.88894             2.43669             133.50933           3.48037             0.9999875           
370       0.91484             2.36109             114.29001           3.83897             0.9999875           
371       0.76073             2.71293             27.82632            8.68361             1.0                 
372       0.84993             2.49037             108.50743           2.81258             0.9999875           
373       0.87277             2.44425             155.41513           4.72696             1.0                 
374       0.83112             2.55824             103.93736           7.24782             0.9999875           
375       0.83334             2.45665             67.44642            7.85041             0.9999625           
376       0.83889             3.11350             220.80405           6.53804             1.0                 
377       0.89216             2.31115             119.35612           2.42599             0.9999875           
378       0.86675             2.18075             95.87158            4.42169             1.0                 
379       0.85574             2.67252             191.26370           4.13160             1.0                 
380       0.72193             2.78438             37.30812            14.81789            1.0                 
381       0.92539             3.03950             311.89239           11.02885            0.9999875           
382       0.91946             2.58408             248.00110           7.19211             0.9999875           
383       0.85147             2.25434             112.62343           2.22408             1.0                 
384       0.88106             4.06305             447.84530           17.56239            0.9999875           
385       0.92349             2.28375             174.99368           4.14916             1.0                 
386       0.86137             3.10530             250.40590           5.82481             0.999975            
387       0.83200             2.32880             73.13565            2.90778             1.0                 
388       0.86511             2.92230             218.75297           7.08291             0.9999875           
389       0.90144             2.22287             121.51891           2.89351             0.999975            
390       0.87125             2.08938             51.09778            3.19446             1.0                 
391       0.86743             2.37793             103.22385           1.95026             0.9999875           
392       0.93496             2.46116             209.57845           5.68946             1.0                 
393       0.90179             2.48745             172.04159           4.60287             1.0                 
394       0.86724             3.53612             361.14962           10.81579            0.999975            
