# cycles  fidelity            EL avg              EL var              ||MSE gradient||    ratio accepted samples
95        0.97735             1.92458             0.12137             0.59684             1.0                 
96        0.91769             2.00590             0.87759             1.93181             1.0                 
97        0.91488             2.11760             4.06576             1.02634             1.0                 
98        0.95772             1.68280             1.45746             0.76082             1.0                 
99        0.97256             1.90664             1.36698             0.47397             0.9999375           
100       0.96086             1.75852             1.17385             1.17180             1.0                 
101       0.93372             1.95741             1.41098             1.90494             0.9999375           
102       0.95744             1.96816             1.95603             0.34569             1.0                 
103       0.96119             1.89928             1.59992             0.87505             1.0                 
104       0.95603             1.70093             2.18882             0.45593             0.999875            
105       0.94552             1.54553             0.71576             1.34805             1.0                 
106       0.97278             1.85154             0.33002             1.55447             1.0                 
107       0.92589             1.80300             4.37125             2.26510             1.0                 
108       0.96666             2.00899             4.58111             1.47802             0.9999375           
109       0.97511             1.86491             0.50829             0.52218             1.0                 
110       0.96650             1.93569             0.43873             1.96793             0.9999375           
111       0.95833             1.93758             3.64004             0.63661             1.0                 
112       0.96692             1.78442             0.73523             0.78818             1.0                 
113       0.96434             1.84434             1.00531             0.79054             1.0                 
114       0.96288             1.97349             0.90334             0.81161             1.0                 
115       0.96956             1.90940             0.58426             0.81693             0.9999375           
116       0.97512             1.91487             0.18176             0.54719             1.0                 
117       0.91016             2.08060             5.14178             2.87914             0.999875            
118       0.95099             1.68263             3.27280             0.95942             1.0                 
119       0.95803             1.75573             2.54562             1.85823             0.9999375           
120       0.96576             2.07170             4.15450             1.99393             0.9999375           
121       0.96455             1.67986             2.22445             0.79610             0.9999375           
122       0.95920             1.79877             2.27302             0.61127             1.0                 
123       0.96298             2.01966             4.05789             1.44221             0.9999375           
124       0.96828             1.81952             2.00913             0.15374             1.0                 
125       0.96256             1.98131             0.42001             1.30578             1.0                 
126       0.96194             1.97069             2.52680             0.61062             0.9999375           
127       0.94927             1.79404             2.01868             1.49796             1.0                 
128       0.94290             1.86304             1.50301             1.22652             1.0                 
129       0.94462             2.01847             4.27911             1.42556             1.0                 
130       0.96074             1.83439             0.70047             1.37629             1.0                 
131       0.96626             1.94000             2.40055             0.38137             1.0                 
132       0.94191             1.89603             1.95357             1.29799             0.9999375           
133       0.98406             1.74070             0.44110             1.40870             1.0                 
134       0.96485             1.82141             3.74727             1.98211             1.0                 
135       0.97579             1.83225             1.26229             0.66056             1.0                 
136       0.94350             1.90668             2.95128             1.88747             1.0                 
137       0.97149             1.83117             0.23865             1.07752             0.9999375           
138       0.97184             1.95958             1.17820             0.34564             1.0                 
139       0.94864             1.72761             4.89583             0.62408             1.0                 
140       0.91949             1.96439             7.78835             1.55681             1.0                 
141       0.95477             1.75120             2.23420             0.83335             0.9999375           
142       0.95642             1.79932             0.47076             0.59845             0.9999375           
143       0.93079             2.11021             9.06563             2.74895             1.0                 
144       0.92350             2.08989             1.82220             1.66873             1.0                 
145       0.94982             1.70123             0.82345             1.42308             1.0                 
146       0.92864             1.99419             8.05441             1.72036             1.0                 
147       0.91400             1.88196             4.50939             1.65881             1.0                 
148       0.92525             1.74748             2.09473             1.65636             1.0                 
149       0.91409             2.22150             0.64411             2.03179             1.0                 
150       0.92619             1.76211             1.87578             1.61636             0.9999375           
151       0.94517             1.89353             1.56667             1.45692             1.0                 
152       0.88603             2.05300             11.58489            1.31475             1.0                 
153       0.97044             2.07395             2.32899             0.30691             0.9999375           
154       0.94951             1.77393             4.78776             1.27939             0.9999375           
155       0.94935             1.71509             4.12977             1.47985             1.0                 
156       0.95994             1.79323             7.67017             1.61093             1.0                 
157       0.95363             2.03185             23.51672            2.57695             0.9999375           
158       0.96359             2.00480             13.91106            2.49193             1.0                 
159       0.96712             2.34780             24.20142            4.29548             0.9999375           
160       0.93356             1.81299             4.16060             1.51764             1.0                 
161       0.93014             1.74677             2.38397             1.73554             0.999875            
162       0.96590             1.67757             1.88125             1.08631             1.0                 
163       0.91902             1.72170             7.27389             0.47338             1.0                 
164       0.97938             1.71550             0.34916             1.03900             1.0                 
165       0.94273             1.80729             2.48988             0.99478             1.0                 
166       0.94746             2.05024             4.43442             0.54942             0.999875            
167       0.91592             2.06773             15.04121            1.83257             1.0                 
168       0.91911             1.64170             2.37916             2.80215             0.999875            
169       0.90387             1.74101             5.11081             1.93000             1.0                 
170       0.95496             1.82246             1.81528             0.98492             1.0                 
171       0.95695             1.66836             0.53985             1.13182             1.0                 
172       0.96750             1.92017             1.29248             0.74277             1.0                 
173       0.97073             1.89044             1.88045             0.32430             1.0                 
174       0.95622             1.80203             6.35653             1.75277             0.9999375           
175       0.94833             1.80132             13.07321            1.76192             1.0                 
176       0.97711             1.65813             0.61862             1.22056             0.9999375           
177       0.97565             1.71053             0.67546             1.10405             1.0                 
178       0.95819             1.72024             11.30149            0.76698             1.0                 
179       0.96770             1.86197             2.00092             1.39124             1.0                 
180       0.97850             1.81990             0.47098             0.45204             1.0                 
181       0.95897             1.73179             1.68129             1.76434             0.9999375           
182       0.95127             1.68167             1.77147             3.02873             1.0                 
183       0.97051             1.63012             9.95664             0.44108             1.0                 
184       0.97570             1.99290             1.51036             0.89359             1.0                 
185       0.98088             1.73080             0.99993             0.54749             1.0                 
186       0.98895             1.74045             0.35568             1.04237             1.0                 
187       0.95977             1.81568             20.47899            0.92621             1.0                 
188       0.98123             1.52465             0.71170             1.37683             0.9998125           
189       0.98504             1.88812             6.36027             0.23464             1.0                 
190       0.98821             1.69717             0.30173             0.86903             1.0                 
191       0.98083             2.18075             28.08708            5.23420             0.9999375           
192       0.98480             1.79139             0.35897             1.12765             1.0                 
193       0.97488             1.87102             13.84629            1.71618             1.0                 
194       0.93600             1.83277             19.48958            1.34829             1.0                 
195       0.96282             1.73735             0.68346             1.09403             1.0                 
196       0.96626             1.93112             15.51800            1.18070             1.0                 
197       0.98300             1.87245             0.35014             0.48118             1.0                 
198       0.97810             1.90044             9.81074             1.55376             1.0                 
199       0.93316             1.66935             7.90429             1.75146             1.0                 
200       0.90893             2.09233             1.35547             5.20516             1.0                 
201       0.87665             1.79601             9.54116             3.59040             1.0                 
202       0.91815             1.85251             21.80328            2.71536             0.999875            
203       0.93745             1.82320             17.97183            1.26658             1.0                 
204       0.93349             1.80315             0.69832             1.86274             0.9999375           
205       0.93734             1.73574             9.04881             0.70563             1.0                 
206       0.89861             1.82588             11.68698            2.00662             1.0                 
207       0.95315             1.85043             8.05843             0.67862             1.0                 
208       0.95572             1.75165             7.63073             0.28099             1.0                 
209       0.94551             1.95345             21.96225            0.69873             1.0                 
210       0.94852             1.68353             5.94019             0.89865             0.999875            
211       0.93463             1.67317             23.89099            3.77029             0.9999375           
212       0.94009             1.90406             0.90518             0.99846             1.0                 
213       0.81068             1.92951             11.84457            6.46805             1.0                 
214       0.97126             1.76689             2.48768             0.53754             1.0                 
215       0.94810             1.66877             14.39362            0.73387             1.0                 
216       0.97153             1.79706             9.77792             0.79872             1.0                 
217       0.96174             1.63092             3.57623             0.94063             1.0                 
218       0.96582             1.87599             18.42606            1.21471             1.0                 
219       0.98485             1.74198             0.90416             0.91846             1.0                 
220       0.96725             2.24549             54.47768            4.16463             0.9999375           
221       0.99263             1.92481             0.42546             0.68096             1.0                 
222       0.97765             1.77089             6.53880             1.27267             0.9999375           
223       0.98627             1.85172             3.44155             0.76327             1.0                 
224       0.92100             1.67813             3.64642             3.71562             1.0                 
225       0.96401             2.23343             44.86487            3.19676             0.9999375           
226       0.97082             1.62375             14.69059            0.96015             1.0                 
227       0.96975             1.93568             12.89365            0.86776             1.0                 
228       0.99357             1.96550             0.21896             0.87519             0.9999375           
229       0.96917             1.70899             3.20299             0.95401             1.0                 
230       0.97473             1.93479             6.70109             0.79094             1.0                 
231       0.94916             1.70171             4.25454             1.71860             1.0                 
232       0.99305             1.81688             0.30264             1.25126             0.9999375           
233       0.94984             1.75679             6.11621             1.36554             1.0                 
234       0.96713             2.03584             11.98522            0.45147             1.0                 
235       0.98002             1.85043             0.78226             0.70451             0.9999375           
236       0.95363             2.01139             13.29361            0.78689             1.0                 
237       0.92408             1.49411             37.92455            1.55798             0.9998125           
238       0.98389             1.81958             0.32194             0.71146             1.0                 
239       0.94257             1.95191             15.62757            0.87107             1.0                 
240       0.90646             1.86144             7.85157             3.88597             0.999875            
241       0.91984             1.77639             24.82344            2.04819             1.0                 
242       0.92200             2.40793             109.87515           7.13391             1.0                 
243       0.94382             2.31521             23.19164            2.34534             1.0                 
244       0.92079             1.64070             4.18721             3.69362             0.9999375           
245       0.93236             1.66699             23.25802            0.56123             1.0                 
246       0.96093             2.02788             6.98451             1.01300             0.9999375           
247       0.69785             3.29573             8.83376             7.23165             1.0                 
248       0.90302             1.71158             28.67212            1.90484             1.0                 
249       0.94898             2.11957             23.18817            2.32724             0.9999375           
250       0.96549             1.88234             0.85289             0.47551             1.0                 
251       0.86890             2.01059             28.71892            1.62164             0.9999375           
252       0.96106             1.95926             5.04997             1.09826             1.0                 
253       0.91693             2.08509             47.32752            3.01121             1.0                 
254       0.92507             1.68760             11.55146            2.14649             1.0                 
255       0.94586             2.02616             0.32192             1.48722             0.9999375           
256       0.94142             1.92580             2.50854             2.12022             1.0                 
257       0.87873             1.79176             7.40976             2.49851             1.0                 
258       0.95425             1.91077             1.52086             1.64860             1.0                 
259       0.90227             1.48035             18.01544            2.09676             1.0                 
260       0.94778             1.76740             0.91765             1.14863             0.9999375           
261       0.82324             1.97444             19.31013            5.62273             1.0                 
262       0.94645             2.02262             0.33239             0.63433             1.0                 
263       0.96367             1.76939             1.43294             1.25557             0.9999375           
264       0.96707             1.69002             4.47884             1.54445             1.0                 
265       0.94033             1.85166             53.53384            2.24477             0.999875            
266       0.96682             1.88312             25.88994            3.66947             1.0                 
267       0.98569             1.61392             0.61071             1.99420             1.0                 
268       0.92791             1.69464             0.66272             1.75747             1.0                 
269       0.86391             2.64328             49.08702            6.42033             1.0                 
270       0.93259             1.72620             3.92093             1.90801             1.0                 
271       0.94650             1.95211             62.84202            1.60078             0.9999375           
272       0.94879             1.62332             1.38636             1.73708             0.9999375           
273       0.95723             1.96274             31.08177            1.93169             0.9999375           
274       0.96922             1.84840             1.12030             1.08773             1.0                 
275       0.91995             1.67514             25.40487            1.90335             1.0                 
276       0.96959             1.81184             1.27520             1.48311             1.0                 
277       0.94136             1.67745             1.04107             0.80663             1.0                 
278       0.95800             1.53682             1.06163             1.04382             1.0                 
279       0.94151             2.58974             64.18642            6.01470             1.0                 
280       0.87994             2.27635             37.16418            3.64742             1.0                 
281       0.94479             2.26502             0.82558             3.16288             1.0                 
282       0.96507             1.92395             0.27459             1.71325             1.0                 
283       0.94345             1.72053             1.65974             1.28638             1.0                 
284       0.90944             2.18478             67.56184            3.76778             1.0                 
285       0.95274             1.81281             0.56272             1.00423             1.0                 
286       0.90188             1.87427             5.00950             2.51023             0.9999375           
287       0.89894             1.85624             26.11193            0.73095             1.0                 
288       0.91883             1.94758             8.85125             0.97092             1.0                 
289       0.95706             2.13354             0.72088             1.20475             1.0                 
290       0.93974             2.13714             0.61226             1.37804             1.0                 
291       0.87412             1.91806             2.86134             2.81217             1.0                 
292       0.96698             2.02124             0.24786             0.41912             1.0                 
293       0.95625             1.99443             0.28614             0.57280             1.0                 
294       0.91266             2.14870             1.04361             4.04014             1.0                 
295       0.85642             1.79684             2.20080             3.81596             0.9999375           
296       0.85581             1.58996             8.14272             3.35482             1.0                 
297       0.95142             1.86597             0.76842             0.61983             1.0                 
298       0.90933             1.40633             48.99041            2.64502             1.0                 
299       0.96666             1.87099             4.35631             1.14562             0.9999375           
300       0.97491             2.16145             0.58533             0.80020             1.0                 
301       0.93994             1.93151             27.27274            0.70379             1.0                 
302       0.95054             1.88650             55.27809            1.08110             0.9999375           
303       0.98479             1.82320             0.59298             0.75934             1.0                 
304       0.95860             2.44667             144.29559           6.17059             0.999875            
305       0.98610             1.73076             0.58404             2.20301             0.9999375           
306       0.95858             1.54874             37.77290            1.50346             1.0                 
307       0.97816             1.83297             22.45994            1.16546             1.0                 
308       0.92188             1.80270             18.20807            1.81400             1.0                 
309       0.98094             1.97593             7.53932             0.55359             1.0                 
310       0.97062             1.81637             13.78597            0.53943             0.9999375           
311       0.96165             1.94422             22.04207            1.11854             1.0                 
312       0.98468             1.75478             0.36862             1.63933             1.0                 
313       0.93907             1.64553             35.21136            1.07460             1.0                 
314       0.95706             1.66602             1.44831             1.42503             0.9999375           
315       0.92738             1.95293             47.28608            0.73033             1.0                 
316       0.96353             1.66565             1.59093             0.76961             0.9999375           
317       0.96959             1.90344             6.73105             1.11945             0.9999375           
318       0.94674             1.80568             2.43630             1.99375             1.0                 
319       0.95511             1.64034             2.09929             1.71338             1.0                 
320       0.94184             1.68504             35.96531            3.14054             1.0                 
321       0.95059             1.64921             11.43121            1.40116             0.9999375           
322       0.95757             1.95763             32.56591            1.58131             1.0                 
323       0.88880             1.84495             32.71277            5.17752             1.0                 
324       0.96061             1.78029             34.06202            1.75872             1.0                 
325       0.96634             2.74001             112.65367           6.22325             1.0                 
326       0.94642             1.85778             70.50401            2.07866             0.9999375           
327       0.97764             1.91045             12.70531            0.57226             0.9999375           
328       0.97605             1.90247             0.86471             0.63976             1.0                 
329       0.97921             1.78374             1.02546             1.69928             1.0                 
330       0.96365             1.92856             24.21369            0.57385             0.9999375           
331       0.96254             1.61481             5.26748             1.18410             1.0                 
332       0.96021             1.65854             3.73927             1.32934             0.999875            
333       0.97737             2.08688             0.41073             1.04126             1.0                 
334       0.96102             1.57703             11.72830            2.06973             1.0                 
335       0.95586             2.13034             0.54786             1.03752             1.0                 
336       0.94355             1.59927             1.58562             1.52829             1.0                 
337       0.93013             2.23498             55.40929            4.50106             1.0                 
338       0.94614             1.80663             35.09614            1.04701             1.0                 
339       0.92080             2.25427             105.24730           3.24429             0.9999375           
340       0.92935             1.90319             10.71967            0.80390             1.0                 
341       0.88324             2.39320             0.54646             1.61465             1.0                 
342       0.75569             2.97583             3.47688             15.86522            1.0                 
343       0.92746             2.72024             136.87000           9.46136             1.0                 
344       0.91878             1.71845             19.45185            1.34862             0.9999375           
345       0.96074             2.20352             0.32783             0.83826             0.999875            
346       0.87770             1.82816             23.55209            1.92421             1.0                 
347       0.82691             2.06425             25.15065            1.91343             1.0                 
348       0.86081             2.04738             47.99944            1.64419             1.0                 
349       0.87727             1.85122             0.84193             1.83993             0.9999375           
350       0.89580             1.85391             18.16781            0.59282             0.999875            
351       0.94653             1.94597             0.18174             0.59313             1.0                 
352       0.86314             1.38582             3.45486             3.15586             1.0                 
353       0.77644             1.93772             56.64430            1.73417             1.0                 
354       0.83963             2.08261             1.34410             5.09986             0.9999375           
355       0.84158             1.86994             1.94469             3.92442             1.0                 
356       0.90524             1.99740             0.77457             1.17604             1.0                 
357       0.84774             2.07634             1.69174             2.36790             1.0                 
358       0.91011             1.76196             0.94335             1.91988             0.999875            
359       0.90757             2.08957             57.60413            1.58868             1.0                 
360       0.92824             2.02697             0.37724             1.39460             1.0                 
361       0.93383             1.83990             15.37815            0.58282             1.0                 
362       0.96233             1.73084             1.12765             1.53166             1.0                 
363       0.95643             1.93380             1.46672             0.83020             0.9999375           
364       0.94193             1.93548             25.14727            0.65155             0.999875            
365       0.95100             1.70935             0.98874             0.90694             1.0                 
366       0.95416             2.18070             8.95710             1.97176             1.0                 
367       0.90916             2.19524             129.66691           2.12439             1.0                 
368       0.97923             1.93192             0.72025             0.75367             1.0                 
369       0.93600             1.67231             53.57232            1.48692             1.0                 
370       0.99038             2.02348             0.38715             1.37209             1.0                 
371       0.96201             1.89620             2.13703             1.98156             0.9999375           
372       0.93844             1.62061             94.52386            2.21381             0.9999375           
373       0.97801             1.70629             0.61458             0.41627             0.9999375           
374       0.94089             1.50447             19.81361            2.22211             1.0                 
375       0.94560             2.39915             137.16208           6.73264             1.0                 
376       0.94732             1.97803             67.78465            1.26958             0.9999375           
377       0.92460             1.39925             8.93001             3.31798             0.9999375           
378       0.95615             1.81702             39.41976            1.79954             1.0                 
379       0.94871             2.05975             46.78996            2.13394             1.0                 
380       0.97773             1.86675             0.50826             0.78660             1.0                 
381       0.97345             1.97362             0.30940             1.54377             1.0                 
382       0.95252             1.77158             0.31879             0.67308             1.0                 
383       0.96260             1.88872             0.51412             0.36487             0.9999375           
384       0.91933             2.07850             70.14736            1.17166             0.9999375           
385       0.95796             1.86346             1.46085             0.87189             0.9999375           
386       0.92612             1.69621             23.62242            1.50530             0.9999375           
387       0.94506             1.81215             1.22934             1.20914             0.9999375           
388       0.97658             2.06253             0.35670             0.36866             0.999875            
389       0.97997             1.96308             0.15502             0.77845             1.0                 
390       0.91311             2.23904             136.67382           2.64012             0.9999375           
391       0.93021             2.07921             65.59272            2.31439             1.0                 
392       0.90518             1.67854             1.83746             2.34077             0.9999375           
393       0.97113             1.91303             0.56575             0.85524             0.9999375           
394       0.95857             2.02095             0.31869             0.65915             1.0                 
395       0.90048             1.98870             0.51121             2.23491             0.9999375           
396       0.93913             1.87770             3.61490             1.74207             0.999875            
397       0.89711             2.03211             43.20058            1.25804             0.9999375           
398       0.92305             1.74609             2.78116             2.04531             1.0                 
399       0.94512             1.71110             0.87965             0.94195             1.0                 
400       0.99006             1.74445             0.18853             1.00342             1.0                 
401       0.93999             1.70010             7.39918             1.60067             1.0                 
402       0.94403             1.98564             47.35939            0.87848             0.9999375           
403       0.95402             1.71500             3.54468             0.71620             0.9999375           
404       0.96443             1.98816             20.15304            0.92470             0.9999375           
405       0.95313             1.75000             17.72978            2.27349             1.0                 
406       0.91674             2.38445             1.76952             5.25876             0.9999375           
